date,level
29/8/2016, -213.300
28/8/2016, -213.295
27/8/2016, -213.285
26/8/2016, -213.275
25/8/2016, -213.265
24/8/2016, -213.260
23/8/2016, -213.255
22/8/2016, -213.245
21/8/2016, -213.240
20/8/2016, -213.230
19/8/2016, -213.220
18/8/2016, -213.215
17/8/2016, -213.205
16/8/2016, -213.200
15/8/2016, -213.190
14/8/2016, -213.180
13/8/2016, -213.170
12/8/2016, -213.160
11/8/2016, -213.145
10/8/2016, -213.140
09/8/2016, -213.135
08/8/2016, -213.130
07/8/2016, -213.125
06/8/2016, -213.115
05/8/2016, -213.100
04/8/2016, -213.090
03/8/2016, -213.080
02/8/2016, -213.070
01/8/2016, -213.065
31/7/2016, -213.060
30/7/2016, -213.050
29/7/2016, -213.040
28/7/2016, -213.030
27/7/2016, -213.020
26/7/2016, -213.010
25/7/2016, -213.000
24/7/2016, -212.990
23/7/2016, -212.975
22/7/2016, -212.960
21/7/2016, -212.950
20/7/2016, -212.935
19/7/2016, -212.925
18/7/2016, -212.920
17/7/2016, -212.910
16/7/2016, -212.900
15/7/2016, -212.890
14/7/2016, -212.880
13/7/2016, -212.870
12/7/2016, -212.865
11/7/2016, -212.855
10/7/2016, -212.850
09/7/2016, -212.840
08/7/2016, -212.830
07/7/2016, -212.820
06/7/2016, -212.810
05/7/2016, -212.800
04/7/2016, -212.790
03/7/2016, -212.780
02/7/2016, -212.770
01/7/2016, -212.760
30/6/2016, -212.755
29/6/2016, -212.750
28/6/2016, -212.745
27/6/2016, -212.740
26/6/2016, -212.730
25/6/2016, -212.720
24/6/2016, -212.710
23/6/2016, -212.700
22/6/2016, -212.695
21/6/2016, -212.690
20/6/2016, -212.685
19/6/2016, -212.680
18/6/2016, -212.670
17/6/2016, -212.660
16/6/2016, -212.650
15/6/2016, -212.640
14/6/2016, -212.630
13/6/2016, -212.620
12/6/2016, -212.615
11/6/2016, -212.610
10/6/2016, -212.600
09/6/2016, -212.590
08/6/2016, -212.580
07/6/2016, -212.570
06/6/2016, -212.560
05/6/2016, -212.550
04/6/2016, -212.540
03/6/2016, -212.530
02/6/2016, -212.520
01/6/2016, -212.510
31/5/2016, -212.500
30/5/2016, -212.490
29/5/2016, -212.485
28/5/2016, -212.480
27/5/2016, -212.480
26/5/2016, -212.480
25/5/2016, -212.475
24/5/2016, -212.470
23/5/2016, -212.465
22/5/2016, -212.460
21/5/2016, -212.450
20/5/2016, -212.440
19/5/2016, -212.430
18/5/2016, -212.420
17/5/2016, -212.410
16/5/2016, -212.405
15/5/2016, -212.400
14/5/2016, -212.400
13/5/2016, -212.395
12/5/2016, -212.390
11/5/2016, -212.390
10/5/2016, -212.385
09/5/2016, -212.385
08/5/2016, -212.380
07/5/2016, -212.380
06/5/2016, -212.375
05/5/2016, -212.375
04/5/2016, -212.370
03/5/2016, -212.365
02/5/2016, -212.365
01/5/2016, -212.365
30/4/2016, -212.365
29/4/2016, -212.360
28/4/2016, -212.360
27/4/2016, -212.360
26/4/2016, -212.355
25/4/2016, -212.355
24/4/2016, -212.350
23/4/2016, -212.350
22/4/2016, -212.350
21/4/2016, -212.355
20/4/2016, -212.355
19/4/2016, -212.355
18/4/2016, -212.360
17/4/2016, -212.365
16/4/2016, -212.365
15/4/2016, -212.370
14/4/2016, -212.380
13/4/2016, -212.390
12/4/2016, -212.390
11/4/2016, -212.395
10/4/2016, -212.395
09/4/2016, -212.400
08/4/2016, -212.400
07/4/2016, -212.405
06/4/2016, -212.405
05/4/2016, -212.410
04/4/2016, -212.415
03/4/2016, -212.415
02/4/2016, -212.420
01/4/2016, -212.425
31/3/2016, -212.430
30/3/2016, -212.435
29/3/2016, -212.440
28/3/2016, -212.450
27/3/2016, -212.455
26/3/2016, -212.460
25/3/2016, -212.465
24/3/2016, -212.470
23/3/2016, -212.475
22/3/2016, -212.480
21/3/2016, -212.485
20/3/2016, -212.490
19/3/2016, -212.490
18/3/2016, -212.495
17/3/2016, -212.500
16/3/2016, -212.510
15/3/2016, -212.520
14/3/2016, -212.530
13/3/2016, -212.535
12/3/2016, -212.535
11/3/2016, -212.540
10/3/2016, -212.540
09/3/2016, -212.540
08/3/2016, -212.545
07/3/2016, -212.550
06/3/2016, -212.555
05/3/2016, -212.560
04/3/2016, -212.565
03/3/2016, -212.570
02/3/2016, -212.575
01/3/2016, -212.580
29/2/2016, -212.585
28/2/2016, -212.590
27/2/2016, -212.595
26/2/2016, -212.600
25/2/2016, -212.610
24/2/2016, -212.620
23/2/2016, -212.630
22/2/2016, -212.650
21/2/2016, -212.665
20/2/2016, -212.670
19/2/2016, -212.675
18/2/2016, -212.680
17/2/2016, -212.685
16/2/2016, -212.690
15/2/2016, -212.700
14/2/2016, -212.710
13/2/2016, -212.715
12/2/2016, -212.720
11/2/2016, -212.730
10/2/2016, -212.740
09/2/2016, -212.745
08/2/2016, -212.755
07/2/2016, -212.770
06/2/2016, -212.780
05/2/2016, -212.790
04/2/2016, -212.800
03/2/2016, -212.810
02/2/2016, -212.815
01/2/2016, -212.815
31/1/2016, -212.820
30/1/2016, -212.820
29/1/2016, -212.820
28/1/2016, -212.820
27/1/2016, -212.820
26/1/2016, -212.820
25/1/2016, -212.830
24/1/2016, -212.840
23/1/2016, -212.845
22/1/2016, -212.845
21/1/2016, -212.850
20/1/2016, -212.850
19/1/2016, -212.880
18/1/2016, -212.890
17/1/2016, -212.895
16/1/2016, -212.900
15/1/2016, -212.905
14/1/2016, -212.920
13/1/2016, -212.920
12/1/2016, -212.925
11/1/2016, -212.925
10/1/2016, -212.925
09/1/2016, -212.930
08/1/2016, -212.950
07/1/2016, -212.990
06/1/2016, -212.990
05/1/2016, -212.995
04/1/2016, -212.995
03/1/2016, -213.000
02/1/2016, -213.000
01/1/2016, -213.000
31/12/2015, -213.010
30/12/2015, -213.040
29/12/2015, -213.040
28/12/2015, -213.040
27/12/2015, -213.040
26/12/2015, -213.040
25/12/2015, -213.040
24/12/2015, -213.035
23/12/2015, -213.035
22/12/2015, -213.035
21/12/2015, -213.035
20/12/2015, -213.035
19/12/2015, -213.040
18/12/2015, -213.040
17/12/2015, -213.040
16/12/2015, -213.040
15/12/2015, -213.040
14/12/2015, -213.035
13/12/2015, -213.035
12/12/2015, -213.030
11/12/2015, -213.025
10/12/2015, -213.020
09/12/2015, -213.020
08/12/2015, -213.015
07/12/2015, -213.015
06/12/2015, -213.010
05/12/2015, -213.010
04/12/2015, -213.010
03/12/2015, -213.005
02/12/2015, -213.010
01/12/2015, -213.010
30/11/2015, -213.020
29/11/2015, -213.020
28/11/2015, -213.015
27/11/2015, -213.015
26/11/2015, -213.010
25/11/2015, -213.010
24/11/2015, -213.005
23/11/2015, -213.000
22/11/2015, -213.000
21/11/2015, -213.000
20/11/2015, -212.995
19/11/2015, -212.995
18/11/2015, -212.990
17/11/2015, -212.985
16/11/2015, -212.985
15/11/2015, -212.980
14/11/2015, -212.975
13/11/2015, -212.970
12/11/2015, -212.965
11/11/2015, -212.965
10/11/2015, -212.965
09/11/2015, -212.980
08/11/2015, -212.980
07/11/2015, -212.970
06/11/2015, -212.960
05/11/2015, -212.950
04/11/2015, -212.945
03/11/2015, -212.945
02/11/2015, -212.940
01/11/2015, -212.935
31/10/2015, -212.930
30/10/2015, -212.925
29/10/2015, -212.920
28/10/2015, -212.915
27/10/2015, -212.915
26/10/2015, -212.915
25/10/2015, -212.915
24/10/2015, -212.910
23/10/2015, -212.905
22/10/2015, -212.900
21/10/2015, -212.895
20/10/2015, -212.890
19/10/2015, -212.885
18/10/2015, -212.885
17/10/2015, -212.880
16/10/2015, -212.875
15/10/2015, -212.870
14/10/2015, -212.865
13/10/2015, -212.865
12/10/2015, -212.860
11/10/2015, -212.855
10/10/2015, -212.850
09/10/2015, -212.845
08/10/2015, -212.840
07/10/2015, -212.835
06/10/2015, -212.835
05/10/2015, -212.830
04/10/2015, -212.825
03/10/2015, -212.820
02/10/2015, -212.815
01/10/2015, -212.810
30/9/2015, -212.805
29/9/2015, -212.800
28/9/2015, -212.795
27/9/2015, -212.790
26/9/2015, -212.785
25/9/2015, -212.780
24/9/2015, -212.770
23/9/2015, -212.765
22/9/2015, -212.760
21/9/2015, -212.750
20/9/2015, -212.745
19/9/2015, -212.740
18/9/2015, -212.730
17/9/2015, -212.725
16/9/2015, -212.725
15/9/2015, -212.720
14/9/2015, -212.715
13/9/2015, -212.710
12/9/2015, -212.705
11/9/2015, -212.700
10/9/2015, -212.695
09/9/2015, -212.690
08/9/2015, -212.690
07/9/2015, -212.685
06/9/2015, -212.680
05/9/2015, -212.670
04/9/2015, -212.665
03/9/2015, -212.660
02/9/2015, -212.655
01/9/2015, -212.650
31/8/2015, -212.640
30/8/2015, -212.630
29/8/2015, -212.620
28/8/2015, -212.610
27/8/2015, -212.600
26/8/2015, -212.590
25/8/2015, -212.585
24/8/2015, -212.580
23/8/2015, -212.570
22/8/2015, -212.560
21/8/2015, -212.545
20/8/2015, -212.530
19/8/2015, -212.525
18/8/2015, -212.520
17/8/2015, -212.510
16/8/2015, -212.500
15/8/2015, -212.490
14/8/2015, -212.480
13/8/2015, -212.470
12/8/2015, -212.460
11/8/2015, -212.450
10/8/2015, -212.445
09/8/2015, -212.440
08/8/2015, -212.430
07/8/2015, -212.415
06/8/2015, -212.400
05/8/2015, -212.395
04/8/2015, -212.390
03/8/2015, -212.385
02/8/2015, -212.380
01/8/2015, -212.365
31/7/2015, -212.350
30/7/2015, -212.340
29/7/2015, -212.335
28/7/2015, -212.330
27/7/2015, -212.320
26/7/2015, -212.310
25/7/2015, -212.305
24/7/2015, -212.295
23/7/2015, -212.285
22/7/2015, -212.280
21/7/2015, -212.275
20/7/2015, -212.270
19/7/2015, -212.260
18/7/2015, -212.250
17/7/2015, -212.240
16/7/2015, -212.230
15/7/2015, -212.220
14/7/2015, -212.215
13/7/2015, -212.210
12/7/2015, -212.200
11/7/2015, -212.190
10/7/2015, -212.180
09/7/2015, -212.170
08/7/2015, -212.160
07/7/2015, -212.150
06/7/2015, -212.140
05/7/2015, -212.135
04/7/2015, -212.125
03/7/2015, -212.115
02/7/2015, -212.105
01/7/2015, -212.100
30/6/2015, -212.095
29/6/2015, -212.090
28/6/2015, -212.080
27/6/2015, -212.070
26/6/2015, -212.060
25/6/2015, -212.050
24/6/2015, -212.045
23/6/2015, -212.035
22/6/2015, -212.030
21/6/2015, -212.020
20/6/2015, -212.010
19/6/2015, -212.000
18/6/2015, -211.990
17/6/2015, -211.985
16/6/2015, -211.980
15/6/2015, -211.975
14/6/2015, -211.970
13/6/2015, -211.960
12/6/2015, -211.950
11/6/2015, -211.940
10/6/2015, -211.935
09/6/2015, -211.930
08/6/2015, -211.920
07/6/2015, -211.910
06/6/2015, -211.900
05/6/2015, -211.890
04/6/2015, -211.880
03/6/2015, -211.870
02/6/2015, -211.865
01/6/2015, -211.860
31/5/2015, -211.855
30/5/2015, -211.850
29/5/2015, -211.845
28/5/2015, -211.835
27/5/2015, -211.830
26/5/2015, -211.830
25/5/2015, -211.825
24/5/2015, -211.820
23/5/2015, -211.810
22/5/2015, -211.800
21/5/2015, -211.790
20/5/2015, -211.785
19/5/2015, -211.785
18/5/2015, -211.785
17/5/2015, -211.780
16/5/2015, -211.780
15/5/2015, -211.780
14/5/2015, -211.775
13/5/2015, -211.775
12/5/2015, -211.775
11/5/2015, -211.775
10/5/2015, -211.775
09/5/2015, -211.770
08/5/2015, -211.770
07/5/2015, -211.770
06/5/2015, -211.770
05/5/2015, -211.770
04/5/2015, -211.770
03/5/2015, -211.760
02/5/2015, -211.760
01/5/2015, -211.760
30/4/2015, -211.760
29/4/2015, -211.765
28/4/2015, -211.770
27/4/2015, -211.770
26/4/2015, -211.770
25/4/2015, -211.770
24/4/2015, -211.770
23/4/2015, -211.770
22/4/2015, -211.775
21/4/2015, -211.775
20/4/2015, -211.780
19/4/2015, -211.780
18/4/2015, -211.785
17/4/2015, -211.790
16/4/2015, -211.795
15/4/2015, -211.800
14/4/2015, -211.805
13/4/2015, -211.810
12/4/2015, -211.825
11/4/2015, -211.850
10/4/2015, -211.860
09/4/2015, -211.865
08/4/2015, -211.865
07/4/2015, -211.865
06/4/2015, -211.870
05/4/2015, -211.875
04/4/2015, -211.880
03/4/2015, -211.880
02/4/2015, -211.880
01/4/2015, -211.885
31/3/2015, -211.890
30/3/2015, -211.895
29/3/2015, -211.900
28/3/2015, -211.905
27/3/2015, -211.910
26/3/2015, -211.915
25/3/2015, -211.920
24/3/2015, -211.925
23/3/2015, -211.930
22/3/2015, -211.935
21/3/2015, -211.940
20/3/2015, -211.945
19/3/2015, -211.950
18/3/2015, -211.955
17/3/2015, -211.960
16/3/2015, -211.965
15/3/2015, -211.970
14/3/2015, -211.980
13/3/2015, -211.990
12/3/2015, -212.000
11/3/2015, -212.020
10/3/2015, -212.030
09/3/2015, -212.040
08/3/2015, -212.050
07/3/2015, -212.060
06/3/2015, -212.070
05/3/2015, -212.080
04/3/2015, -212.090
03/3/2015, -212.100
02/3/2015, -212.110
01/3/2015, -212.120
28/2/2015, -212.130
27/2/2015, -212.145
26/2/2015, -212.160
25/2/2015, -212.175
24/2/2015, -212.190
23/2/2015, -212.205
22/2/2015, -212.220
21/2/2015, -212.250
20/2/2015, -212.280
19/2/2015, -212.335
18/2/2015, -212.350
17/2/2015, -212.360
16/2/2015, -212.375
15/2/2015, -212.390
14/2/2015, -212.435
13/2/2015, -212.480
12/2/2015, -212.510
11/2/2015, -212.535
10/2/2015, -212.540
09/2/2015, -212.545
08/2/2015, -212.550
07/2/2015, -212.555
06/2/2015, -212.565
05/2/2015, -212.575
04/2/2015, -212.580
03/2/2015, -212.585
02/2/2015, -212.590
01/2/2015, -212.595
31/1/2015, -212.600
30/1/2015, -212.600
29/1/2015, -212.605
28/1/2015, -212.615
27/1/2015, -212.620
26/1/2015, -212.625
25/1/2015, -212.630
24/1/2015, -212.635
23/1/2015, -212.640
22/1/2015, -212.650
21/1/2015, -212.655
20/1/2015, -212.660
19/1/2015, -212.665
18/1/2015, -212.670
17/1/2015, -212.675
16/1/2015, -212.680
15/1/2015, -212.690
14/1/2015, -212.690
13/1/2015, -212.700
12/1/2015, -212.710
11/1/2015, -212.730
10/1/2015, -212.750
09/1/2015, -212.760
08/1/2015, -212.770
07/1/2015, -212.800
06/1/2015, -212.820
05/1/2015, -212.820
04/1/2015, -212.830
03/1/2015, -212.835
02/1/2015, -212.840
01/1/2015, -212.840
31/12/2014, -212.840
30/12/2014, -212.840
29/12/2014, -212.840
28/12/2014, -212.835
27/12/2014, -212.835
26/12/2014, -212.830
25/12/2014, -212.830
24/12/2014, -212.830
23/12/2014, -212.830
22/12/2014, -212.835
21/12/2014, -212.835
20/12/2014, -212.835
19/12/2014, -212.835
18/12/2014, -212.835
17/12/2014, -212.835
16/12/2014, -212.835
15/12/2014, -212.835
14/12/2014, -212.835
13/12/2014, -212.835
12/12/2014, -212.835
11/12/2014, -212.835
10/12/2014, -212.835
09/12/2014, -212.835
08/12/2014, -212.835
07/12/2014, -212.830
06/12/2014, -212.830
05/12/2014, -212.830
04/12/2014, -212.825
03/12/2014, -212.825
02/12/2014, -212.825
01/12/2014, -212.825
30/11/2014, -212.820
29/11/2014, -212.820
28/11/2014, -212.820
27/11/2014, -212.820
26/11/2014, -212.830
25/11/2014, -212.865
24/11/2014, -212.865
23/11/2014, -212.865
22/11/2014, -212.865
21/11/2014, -212.870
20/11/2014, -212.865
19/11/2014, -212.865
18/11/2014, -212.865
17/11/2014, -212.865
16/11/2014, -212.870
15/11/2014, -212.870
14/11/2014, -212.870
13/11/2014, -212.860
12/11/2014, -212.855
11/11/2014, -212.850
10/11/2014, -212.840
09/11/2014, -212.835
08/11/2014, -212.835
07/11/2014, -212.830
06/11/2014, -212.830
05/11/2014, -212.825
04/11/2014, -212.825
03/11/2014, -212.830
02/11/2014, -212.830
01/11/2014, -212.835
31/10/2014, -212.845
30/10/2014, -212.840
29/10/2014, -212.835
28/10/2014, -212.830
27/10/2014, -212.825
26/10/2014, -212.820
25/10/2014, -212.815
24/10/2014, -212.810
23/10/2014, -212.805
22/10/2014, -212.800
21/10/2014, -212.800
20/10/2014, -212.795
19/10/2014, -212.795
18/10/2014, -212.795
17/10/2014, -212.790
16/10/2014, -212.785
15/10/2014, -212.785
14/10/2014, -212.785
13/10/2014, -212.780
12/10/2014, -212.775
11/10/2014, -212.765
10/10/2014, -212.755
09/10/2014, -212.750
08/10/2014, -212.740
07/10/2014, -212.735
06/10/2014, -212.730
05/10/2014, -212.725
04/10/2014, -212.720
03/10/2014, -212.710
02/10/2014, -212.700
01/10/2014, -212.695
30/9/2014, -212.685
29/9/2014, -212.675
28/9/2014, -212.670
27/9/2014, -212.665
26/9/2014, -212.655
25/9/2014, -212.645
24/9/2014, -212.640
23/9/2014, -212.630
22/9/2014, -212.620
21/9/2014, -212.610
20/9/2014, -212.600
19/9/2014, -212.590
18/9/2014, -212.580
17/9/2014, -212.565
16/9/2014, -212.555
15/9/2014, -212.545
14/9/2014, -212.535
13/9/2014, -212.525
12/9/2014, -212.515
11/9/2014, -212.505
10/9/2014, -212.500
09/9/2014, -212.490
08/9/2014, -212.480
07/9/2014, -212.470
06/9/2014, -212.460
05/9/2014, -212.450
04/9/2014, -212.440
03/9/2014, -212.430
02/9/2014, -212.420
01/9/2014, -212.410
31/8/2014, -212.400
30/8/2014, -212.385
29/8/2014, -212.370
28/8/2014, -212.360
27/8/2014, -212.350
26/8/2014, -212.340
25/8/2014, -212.330
24/8/2014, -212.320
23/8/2014, -212.305
22/8/2014, -212.295
21/8/2014, -212.285
20/8/2014, -212.275
19/8/2014, -212.265
18/8/2014, -212.250
17/8/2014, -212.235
16/8/2014, -212.225
15/8/2014, -212.215
14/8/2014, -212.200
13/8/2014, -212.185
12/8/2014, -212.175
11/8/2014, -212.165
10/8/2014, -212.155
09/8/2014, -212.140
08/8/2014, -212.125
07/8/2014, -212.115
06/8/2014, -212.105
05/8/2014, -212.095
04/8/2014, -212.090
03/8/2014, -212.080
02/8/2014, -212.065
01/8/2014, -212.050
31/7/2014, -212.035
30/7/2014, -212.020
29/7/2014, -212.010
28/7/2014, -211.995
27/7/2014, -211.980
26/7/2014, -211.965
25/7/2014, -211.950
24/7/2014, -211.935
23/7/2014, -211.920
22/7/2014, -211.905
21/7/2014, -211.890
20/7/2014, -211.875
19/7/2014, -211.860
18/7/2014, -211.845
17/7/2014, -211.830
16/7/2014, -211.820
15/7/2014, -211.810
14/7/2014, -211.795
13/7/2014, -211.780
12/7/2014, -211.770
11/7/2014, -211.755
10/7/2014, -211.740
09/7/2014, -211.725
08/7/2014, -211.710
07/7/2014, -211.695
06/7/2014, -211.680
05/7/2014, -211.665
04/7/2014, -211.650
03/7/2014, -211.635
02/7/2014, -211.620
01/7/2014, -211.610
30/6/2014, -211.600
29/6/2014, -211.585
28/6/2014, -211.570
27/6/2014, -211.555
26/6/2014, -211.545
25/6/2014, -211.535
24/6/2014, -211.530
23/6/2014, -211.525
22/6/2014, -211.520
21/6/2014, -211.510
20/6/2014, -211.500
19/6/2014, -211.490
18/6/2014, -211.480
17/6/2014, -211.470
16/6/2014, -211.460
15/6/2014, -211.450
14/6/2014, -211.440
13/6/2014, -211.430
12/6/2014, -211.415
11/6/2014, -211.405
10/6/2014, -211.395
09/6/2014, -211.385
08/6/2014, -211.375
07/6/2014, -211.365
06/6/2014, -211.355
05/6/2014, -211.345
04/6/2014, -211.335
03/6/2014, -211.325
02/6/2014, -211.315
01/6/2014, -211.305
31/5/2014, -211.290
30/5/2014, -211.275
29/5/2014, -211.260
28/5/2014, -211.250
27/5/2014, -211.240
26/5/2014, -211.230
25/5/2014, -211.220
24/5/2014, -211.210
23/5/2014, -211.200
22/5/2014, -211.190
21/5/2014, -211.180
20/5/2014, -211.175
19/5/2014, -211.165
18/5/2014, -211.155
17/5/2014, -211.145
16/5/2014, -211.135
15/5/2014, -211.125
14/5/2014, -211.120
13/5/2014, -211.110
12/5/2014, -211.105
11/5/2014, -211.100
10/5/2014, -211.095
09/5/2014, -211.090
08/5/2014, -211.110
07/5/2014, -211.110
06/5/2014, -211.105
05/5/2014, -211.100
04/5/2014, -211.095
03/5/2014, -211.090
02/5/2014, -211.085
01/5/2014, -211.080
30/4/2014, -211.070
29/4/2014, -211.060
28/4/2014, -211.050
27/4/2014, -211.040
26/4/2014, -211.035
25/4/2014, -211.035
24/4/2014, -211.030
23/4/2014, -211.030
22/4/2014, -211.030
21/4/2014, -211.025
20/4/2014, -211.025
19/4/2014, -211.025
18/4/2014, -211.025
17/4/2014, -211.025
16/4/2014, -211.025
15/4/2014, -211.020
14/4/2014, -211.015
13/4/2014, -211.010
12/4/2014, -211.010
11/4/2014, -211.010
10/4/2014, -211.010
09/4/2014, -211.010
08/4/2014, -211.010
07/4/2014, -211.010
06/4/2014, -211.010
05/4/2014, -211.010
04/4/2014, -211.010
03/4/2014, -211.010
02/4/2014, -211.010
01/4/2014, -211.010
31/3/2014, -211.015
30/3/2014, -211.015
29/3/2014, -211.015
28/3/2014, -211.015
27/3/2014, -211.015
26/3/2014, -211.015
25/3/2014, -211.020
24/3/2014, -211.020
23/3/2014, -211.020
22/3/2014, -211.020
21/3/2014, -211.020
20/3/2014, -211.020
19/3/2014, -211.020
18/3/2014, -211.025
17/3/2014, -211.025
16/3/2014, -211.030
15/3/2014, -211.040
14/3/2014, -211.050
13/3/2014, -211.070
12/3/2014, -211.080
11/3/2014, -211.090
10/3/2014, -211.100
09/3/2014, -211.120
08/3/2014, -211.125
07/3/2014, -211.125
06/3/2014, -211.125
05/3/2014, -211.125
04/3/2014, -211.130
03/3/2014, -211.130
02/3/2014, -211.130
01/3/2014, -211.140
28/2/2014, -211.140
27/2/2014, -211.140
26/2/2014, -211.145
25/2/2014, -211.145
24/2/2014, -211.145
23/2/2014, -211.150
22/2/2014, -211.150
21/2/2014, -211.150
20/2/2014, -211.150
19/2/2014, -211.150
18/2/2014, -211.150
17/2/2014, -211.150
16/2/2014, -211.150
15/2/2014, -211.155
14/2/2014, -211.160
13/2/2014, -211.160
12/2/2014, -211.165
11/2/2014, -211.170
10/2/2014, -211.170
09/2/2014, -211.170
08/2/2014, -211.170
07/2/2014, -211.170
06/2/2014, -211.170
05/2/2014, -211.170
04/2/2014, -211.170
03/2/2014, -211.170
02/2/2014, -211.170
01/2/2014, -211.180
31/1/2014, -211.180
30/1/2014, -211.180
29/1/2014, -211.185
28/1/2014, -211.195
27/1/2014, -211.200
26/1/2014, -211.200
25/1/2014, -211.200
24/1/2014, -211.200
23/1/2014, -211.205
22/1/2014, -211.210
21/1/2014, -211.210
20/1/2014, -211.215
19/1/2014, -211.220
18/1/2014, -211.225
17/1/2014, -211.230
16/1/2014, -211.210
15/1/2014, -211.220
14/1/2014, -211.230
13/1/2014, -211.240
12/1/2014, -211.240
11/1/2014, -211.240
10/1/2014, -211.240
09/1/2014, -211.230
08/1/2014, -211.240
07/1/2014, -211.250
06/1/2014, -211.255
05/1/2014, -211.260
04/1/2014, -211.265
03/1/2014, -211.275
02/1/2014, -211.285
01/1/2014, -211.290
31/12/2013, -211.290
30/12/2013, -211.290
29/12/2013, -211.290
28/12/2013, -211.290
27/12/2013, -211.290
26/12/2013, -211.285
25/12/2013, -211.285
24/12/2013, -211.290
23/12/2013, -211.290
22/12/2013, -211.290
21/12/2013, -211.290
20/12/2013, -211.290
19/12/2013, -211.300
18/12/2013, -211.300
17/12/2013, -211.300
16/12/2013, -211.300
15/12/2013, -211.300
14/12/2013, -211.320
13/12/2013, -211.360
12/12/2013, -211.370
11/12/2013, -211.390
10/12/2013, -211.400
09/12/2013, -211.400
08/12/2013, -211.400
07/12/2013, -211.400
06/12/2013, -211.400
05/12/2013, -211.400
04/12/2013, -211.410
03/12/2013, -211.410
02/12/2013, -211.410
01/12/2013, -211.410
30/11/2013, -211.405
29/11/2013, -211.405
28/11/2013, -211.405
27/11/2013, -211.405
26/11/2013, -211.405
25/11/2013, -211.405
24/11/2013, -211.400
23/11/2013, -211.400
22/11/2013, -211.400
21/11/2013, -211.400
20/11/2013, -211.400
19/11/2013, -211.395
18/11/2013, -211.395
17/11/2013, -211.390
16/11/2013, -211.385
15/11/2013, -211.385
14/11/2013, -211.380
13/11/2013, -211.380
12/11/2013, -211.375
11/11/2013, -211.370
10/11/2013, -211.365
09/11/2013, -211.360
08/11/2013, -211.355
07/11/2013, -211.355
06/11/2013, -211.350
05/11/2013, -211.345
04/11/2013, -211.340
03/11/2013, -211.330
02/11/2013, -211.320
01/11/2013, -211.320
31/10/2013, -211.315
30/10/2013, -211.310
29/10/2013, -211.305
28/10/2013, -211.300
27/10/2013, -211.290
26/10/2013, -211.280
25/10/2013, -211.270
24/10/2013, -211.260
23/10/2013, -211.255
22/10/2013, -211.250
21/10/2013, -211.245
20/10/2013, -211.240
19/10/2013, -211.235
18/10/2013, -211.225
17/10/2013, -211.215
16/10/2013, -211.210
15/10/2013, -211.205
14/10/2013, -211.200
13/10/2013, -211.195
12/10/2013, -211.190
11/10/2013, -211.185
10/10/2013, -211.180
09/10/2013, -211.170
08/10/2013, -211.160
07/10/2013, -211.150
06/10/2013, -211.140
05/10/2013, -211.125
04/10/2013, -211.115
03/10/2013, -211.100
02/10/2013, -211.090
01/10/2013, -211.080
30/9/2013, -211.065
29/9/2013, -211.055
28/9/2013, -211.040
27/9/2013, -211.035
26/9/2013, -211.030
25/9/2013, -211.020
24/9/2013, -211.010
23/9/2013, -211.005
22/9/2013, -211.000
21/9/2013, -210.990
20/9/2013, -210.985
19/9/2013, -210.980
18/9/2013, -210.975
17/9/2013, -210.970
16/9/2013, -210.965
15/9/2013, -210.960
14/9/2013, -210.950
13/9/2013, -210.940
12/9/2013, -210.935
11/9/2013, -210.930
10/9/2013, -210.920
09/9/2013, -210.905
08/9/2013, -210.890
07/9/2013, -210.875
06/9/2013, -210.860
05/9/2013, -210.850
04/9/2013, -210.845
03/9/2013, -210.840
02/9/2013, -210.835
01/9/2013, -210.830
31/8/2013, -210.820
30/8/2013, -210.810
29/8/2013, -210.805
28/8/2013, -210.800
27/8/2013, -210.795
26/8/2013, -210.790
25/8/2013, -210.785
24/8/2013, -210.775
23/8/2013, -210.760
22/8/2013, -210.745
21/8/2013, -210.735
20/8/2013, -210.725
19/8/2013, -210.710
18/8/2013, -210.695
17/8/2013, -210.680
16/8/2013, -210.665
15/8/2013, -210.650
14/8/2013, -210.645
13/8/2013, -210.640
12/8/2013, -210.635
11/8/2013, -210.630
10/8/2013, -210.625
09/8/2013, -210.615
08/8/2013, -210.605
07/8/2013, -210.600
06/8/2013, -210.595
05/8/2013, -210.590
04/8/2013, -210.585
03/8/2013, -210.570
02/8/2013, -210.555
01/8/2013, -210.540
31/7/2013, -210.525
30/7/2013, -210.510
29/7/2013, -210.495
28/7/2013, -210.480
27/7/2013, -210.470
26/7/2013, -210.460
25/7/2013, -210.450
24/7/2013, -210.440
23/7/2013, -210.430
22/7/2013, -210.420
21/7/2013, -210.410
20/7/2013, -210.400
19/7/2013, -210.395
18/7/2013, -210.390
17/7/2013, -210.380
16/7/2013, -210.370
15/7/2013, -210.365
14/7/2013, -210.360
13/7/2013, -210.350
12/7/2013, -210.335
11/7/2013, -210.320
10/7/2013, -210.310
09/7/2013, -210.295
08/7/2013, -210.285
07/7/2013, -210.270
06/7/2013, -210.255
05/7/2013, -210.240
04/7/2013, -210.230
03/7/2013, -210.220
02/7/2013, -210.210
01/7/2013, -210.200
30/6/2013, -210.195
29/6/2013, -210.190
28/6/2013, -210.180
27/6/2013, -210.175
26/6/2013, -210.170
25/6/2013, -210.165
24/6/2013, -210.160
23/6/2013, -210.150
22/6/2013, -210.140
21/6/2013, -210.130
