date,E
2023-07-10 12:57:32,0.003918344
2023-07-10 12:58:32,0.004108082
2023-07-10 12:59:32,0.00401338
2023-07-10 13:00:32,0.004199168
2023-07-10 13:01:32,0.004052994
2023-07-10 13:02:32,0.004115037
2023-07-10 13:03:32,0.004147905
2023-07-10 13:04:32,0.004135018
2023-07-10 13:05:32,0.004178995
2023-07-10 13:06:32,0.003669107
2023-07-10 13:07:32,0.003869242
2023-07-10 13:08:32,0.003783608
2023-07-10 13:09:32,0.003924868
2023-07-10 13:10:32,0.003963864
2023-07-10 13:11:32,0.003925901
2023-07-10 13:12:32,0.003973441
2023-07-10 13:13:32,0.003809747
2023-07-10 13:14:32,0.003999791
2023-07-10 13:15:32,0.00406777
2023-07-10 13:16:32,0.003616237
2023-07-10 13:17:32,0.003623474
2023-07-10 13:18:32,0.003191435
2023-07-10 13:19:32,0.003224317
2023-07-10 13:20:33,0.003642452
2023-07-10 13:21:33,0.003664659
2023-07-10 13:22:33,0.003708685
2023-07-10 13:23:33,0.003708022
2023-07-10 13:24:33,0.003825778
2023-07-10 13:25:33,0.003873069
2023-07-10 13:26:33,0.003863731
2023-07-10 13:27:33,0.003642647
2023-07-10 13:28:33,0.003821828
2023-07-10 13:29:33,0.003856873
2023-07-10 13:30:33,0.003885245
2023-07-10 13:31:33,0.003950035
2023-07-10 13:32:33,0.003913861
2023-07-10 13:33:33,0.00392046
2023-07-10 13:34:33,0.003951578
2023-07-10 13:35:33,0.003499605
2023-07-10 13:36:33,0.003768977
2023-07-10 13:37:33,0.003751782
2023-07-10 13:38:33,0.003148199
2023-07-10 13:39:33,0.003143635
2023-07-10 13:40:33,0.003295209
2023-07-10 13:41:33,0.002926384
2023-07-10 13:42:33,0.003293239
2023-07-10 13:43:33,0.003330554
2023-07-10 13:44:33,0.003430462
2023-07-10 13:45:33,0.002851182
2023-07-10 13:46:33,0.002872477
2023-07-10 13:47:33,0.003145201
2023-07-10 13:48:33,0.003145567
2023-07-10 13:49:33,0.003390216
2023-07-10 13:50:33,0.003413278
2023-07-10 13:51:33,0.003468643
2023-07-10 13:52:33,0.003341493
2023-07-10 13:53:33,0.002963986
2023-07-10 13:54:33,0.003519341
2023-07-10 13:55:33,0.003574425
2023-07-10 13:56:33,0.003488002
2023-07-10 13:57:33,0.003487346
2023-07-10 13:58:33,0.003588021
2023-07-10 13:59:33,0.003588785
2023-07-10 14:00:33,0.003468315
2023-07-10 14:01:33,0.003313604
2023-07-10 14:02:33,0.003569812
2023-07-10 14:03:33,0.003602558
2023-07-10 14:04:33,0.003279099
2023-07-10 14:05:33,0.003627911
2023-07-10 14:06:33,0.003648384
2023-07-10 14:07:33,0.003603445
2023-07-10 14:08:33,0.003838413
2023-07-10 14:09:33,0.003691893
2023-07-10 14:10:33,0.003605508
2023-07-10 14:11:33,0.003702741
2023-07-10 14:12:33,0.003295904
2023-07-10 14:13:33,0.003712261
2023-07-10 14:14:33,0.003100841
2023-07-10 14:15:34,0.002913132
2023-07-10 14:16:34,0.002862071
2023-07-10 14:17:34,0.003319729
2023-07-10 14:18:34,0.003214071
2023-07-10 14:19:34,0.003339591
2023-07-10 14:20:34,0.003440659
2023-07-10 14:21:34,0.003351495
2023-07-10 14:22:34,0.003470934
2023-07-10 14:23:34,0.003481493
2023-07-10 14:24:34,0.00354781
2023-07-10 14:25:34,0.003243909
2023-07-10 14:26:34,0.003391696
2023-07-10 14:27:34,0.003273425
2023-07-10 14:28:34,0.00346618
2023-07-10 14:29:34,0.003075604
2023-07-10 14:30:34,0.003060014
2023-07-10 14:31:34,0.002902207
2023-07-10 14:32:34,0.002707239
2023-07-10 14:33:34,0.00264947
2023-07-10 14:34:34,0.003122922
2023-07-10 14:35:34,0.003113601
2023-07-10 14:36:34,0.003243812
2023-07-10 14:37:34,0.002715698
2023-07-10 14:38:34,0.002702361
2023-07-10 14:39:34,0.002565387
2023-07-10 14:40:34,0.002740078
2023-07-10 14:41:34,0.003096924
2023-07-10 14:42:34,0.003004553
2023-07-10 14:43:34,0.002584119
2023-07-10 14:44:34,0.003025107
2023-07-10 14:45:34,0.002893313
2023-07-10 14:46:34,0.00267706
2023-07-10 14:47:34,0.00304148
2023-07-10 14:48:34,0.003071799
2023-07-10 14:49:34,0.003092192
2023-07-10 14:50:34,0.003136169
2023-07-10 14:51:34,0.003194844
2023-07-10 14:52:34,0.002761156
2023-07-10 14:53:34,0.002747667
2023-07-10 14:54:34,0.00307733
2023-07-10 14:55:34,0.002763951
2023-07-10 14:56:34,0.002531544
2023-07-10 14:57:34,0.002475017
2023-07-10 14:58:34,0.002771664
2023-07-10 14:59:34,0.002852008
2023-07-10 15:00:34,0.002785678
2023-07-10 15:01:34,0.002481139
2023-07-10 15:02:34,0.00237517
2023-07-10 15:03:34,0.002399686
2023-07-10 15:04:34,0.002298742
2023-07-10 15:05:34,0.002491105
2023-07-10 15:06:34,0.002181842
2023-07-10 15:07:34,0.002163184
2023-07-10 15:08:34,0.002318073
2023-07-10 15:09:34,0.00225056
2023-07-10 15:10:35,0.002365817
2023-07-10 15:11:35,0.002276741
2023-07-10 15:12:35,0.002177974
2023-07-10 15:13:35,0.002329973
2023-07-10 15:14:35,0.0022526
2023-07-10 15:15:35,0.002141967
2023-07-10 15:16:35,0.002193326
2023-07-10 15:17:35,0.002082948
2023-07-10 15:18:35,0.002025117
2023-07-10 15:19:35,0.00209066
2023-07-10 15:20:35,0.002305506
2023-07-10 15:21:35,0.002323443
2023-07-10 15:22:35,0.002047372
2023-07-10 15:23:35,0.002339764
2023-07-10 15:24:35,0.002085019
2023-07-10 15:25:35,0.002385728
2023-07-10 15:26:35,0.002157746
2023-07-10 15:27:35,0.002061728
2023-07-10 15:28:35,0.002091693
2023-07-10 15:29:35,0.002193959
2023-07-10 15:30:35,0.002293511
2023-07-10 15:31:35,0.002224721
2023-07-10 15:32:35,0.002330235
2023-07-10 15:33:35,0.002118768
2023-07-10 15:34:35,0.002079724
2023-07-10 15:35:35,0.002084748
2023-07-10 15:36:35,0.002319682
2023-07-10 15:37:35,0.002316139
2023-07-10 15:38:35,0.002328248
2023-07-10 15:39:35,0.002348136
2023-07-10 15:40:35,0.002269057
2023-07-10 15:41:35,0.00212292
2023-07-10 15:42:35,0.002325854
2023-07-10 15:43:35,0.002325675
2023-07-10 15:44:35,0.002313253
2023-07-10 15:45:35,0.002321984
2023-07-10 15:46:35,0.002338393
2023-07-10 15:47:35,0.002354848
2023-07-10 15:48:35,0.002363032
2023-07-10 15:49:35,0.002364628
2023-07-10 15:50:35,0.002395389
2023-07-10 15:51:35,0.002288224
2023-07-10 15:52:35,0.00213847
2023-07-10 15:53:35,0.002100091
2023-07-10 15:56:35,0.002240543
2023-07-10 15:57:35,0.002064853
2023-07-10 15:58:35,0.002185573
2023-07-10 15:59:35,0.002241964
2023-07-10 16:00:35,0.002258921
2023-07-10 16:01:35,0.002279376
2023-07-10 16:02:35,0.002285154
2023-07-10 16:03:35,0.002286158
2023-07-10 16:04:36,0.002277767
2023-07-10 16:05:36,0.002119361
2023-07-10 16:06:36,0.002231777
2023-07-10 16:07:36,0.002242093
2023-07-10 16:08:36,0.002243839
2023-07-10 16:09:36,0.00221891
2023-07-10 16:10:36,0.002220643
2023-07-10 16:11:36,0.002226531
2023-07-10 16:12:36,0.002227521
2023-07-10 16:13:36,0.002235121
2023-07-10 16:14:36,0.002234749
2023-07-10 16:15:36,0.00222864
2023-07-10 16:16:36,0.002221489
2023-07-10 16:17:36,0.002216532
2023-07-10 16:18:36,0.002169649
2023-07-10 16:19:36,0.002039584
2023-07-10 16:20:36,0.002107232
2023-07-10 16:21:36,0.002105334
2023-07-10 16:22:36,0.002056111
2023-07-10 16:23:36,0.002048327
2023-07-10 16:24:36,0.002065995
2023-07-10 16:25:36,0.002059691
2023-07-10 16:26:36,0.002038502
2023-07-10 16:27:36,0.002041698
2023-07-10 16:28:36,0.002024952
2023-07-10 16:29:36,0.001950818
2023-07-10 16:30:36,0.001933651
2023-07-10 16:31:36,0.001976852
2023-07-10 16:32:36,0.001896903
2023-07-10 16:33:36,0.001910633
2023-07-10 16:34:36,0.001895221
2023-07-10 16:35:36,0.001884046
2023-07-10 16:36:36,0.001843735
2023-07-10 16:37:36,0.001784172
2023-07-10 16:38:36,0.001815587
2023-07-10 16:39:36,0.00184075
2023-07-10 16:40:36,0.001784801
2023-07-10 16:41:36,0.001797087
2023-07-10 16:42:36,0.001747667
2023-07-10 16:43:36,0.001705215
2023-07-10 16:44:36,0.001653379
2023-07-10 16:45:36,0.001591565
2023-07-10 16:46:36,0.001552344
2023-07-10 16:47:36,0.001529337
2023-07-10 16:48:36,0.001506344
2023-07-10 16:49:36,0.001430014
2023-07-10 16:50:36,0.0014042
2023-07-10 16:51:36,0.00135695
2023-07-10 16:52:36,0.001336647
2023-07-10 16:53:36,0.001305934
2023-07-10 16:54:36,0.001313815
2023-07-10 16:55:36,0.001288976
2023-07-10 16:56:36,0.001275604
2023-07-10 16:57:36,0.001270833
2023-07-10 16:58:36,0.001237448
2023-07-10 16:59:37,0.001274342
2023-07-10 17:00:37,0.001224751
2023-07-10 17:01:37,0.001298455
2023-07-10 17:02:37,0.001241572
2023-07-10 17:03:37,0.001200652
2023-07-10 17:04:37,0.0012192
2023-07-10 17:05:37,0.001155613
2023-07-10 17:06:37,0.001177837
2023-07-10 17:07:37,0.001204097
2023-07-10 17:08:37,0.001156525
2023-07-10 17:09:37,0.00115805
2023-07-10 17:10:37,0.001170859
2023-07-10 17:11:37,0.001151054
2023-07-10 17:12:37,0.001145026
2023-07-10 17:13:37,0.001121685
2023-07-10 17:14:37,0.001124225
2023-07-10 17:15:37,0.00112605
2023-07-10 17:16:37,0.00110896
2023-07-10 17:17:37,0.001073459
2023-07-10 17:18:37,0.001078699
2023-07-10 17:19:37,0.001074101
2023-07-10 17:20:37,0.001105273
2023-07-10 17:21:37,0.001061128
2023-07-10 17:22:37,0.001066827
2023-07-10 17:23:37,0.001064176
2023-07-10 17:24:37,0.001058391
2023-07-10 17:25:37,0.001065573
2023-07-10 17:26:37,0.001023921
2023-07-10 17:27:37,0.000995783
2023-07-10 17:28:37,0.001003575
2023-07-10 17:29:37,0.000984354
2023-07-10 17:30:37,0.000984608
2023-07-10 17:31:37,0.000954669
2023-07-10 17:32:37,0.000956859
2023-07-10 17:33:37,0.000929624
2023-07-10 17:34:37,0.000919692
2023-07-10 17:35:37,0.000902799
2023-07-10 17:36:37,0.000913835
2023-07-10 17:37:37,0.000856416
2023-07-10 17:38:37,0.000880272
2023-07-10 17:39:37,0.000846961
2023-07-10 17:40:37,0.000792155
2023-07-10 17:41:37,0.000782315
2023-07-10 17:42:37,0.00076794
2023-07-10 17:43:37,0.000774984
2023-07-10 17:44:37,0.00074806
2023-07-10 17:45:37,0.000731251
2023-07-10 17:46:37,0.000718949
2023-07-10 17:47:37,0.000715153
2023-07-10 17:48:37,0.000723613
2023-07-10 17:49:37,0.000676661
2023-07-10 17:50:37,0.000668832
2023-07-10 17:51:37,0.000665754
2023-07-10 17:52:37,0.000652242
2023-07-10 17:53:38,0.000674002
2023-07-10 17:54:38,0.000620834
2023-07-10 17:55:38,0.000643174
2023-07-10 17:56:38,0.000627033
2023-07-10 17:57:38,0.000594503
2023-07-10 17:58:38,0.000564539
2023-07-10 17:59:38,0.000581797
2023-07-10 18:00:38,0.000543086
2023-07-10 18:01:38,0.000546525
2023-07-10 18:02:38,0.000507721
2023-07-10 18:03:38,0.000522176
2023-07-10 18:04:38,0.000486039
2023-07-10 18:05:38,0.000493691
2023-07-10 18:06:38,0.000469766
2023-07-10 18:07:38,0.000473826
2023-07-10 18:08:38,0.000463254
2023-07-10 18:09:38,0.00045381
2023-07-10 18:10:38,0.000441741
2023-07-10 18:11:38,0.000451972
2023-07-10 18:12:38,0.000472182
2023-07-10 18:13:38,0.000432889
2023-07-10 18:14:38,0.00044312
2023-07-10 18:15:38,0.000440997
2023-07-10 18:16:38,0.00044191
2023-07-10 18:17:38,0.000459193
2023-07-10 18:18:38,0.000424333
2023-07-10 18:19:38,0.00045015
2023-07-10 18:20:38,0.000437522
2023-07-10 18:21:38,0.000442682
2023-07-10 18:22:38,0.000449015
2023-07-10 18:23:38,0.000453747
2023-07-10 18:24:38,0.000443405
2023-07-10 18:25:38,0.000450624
2023-07-10 18:26:38,0.000447065
2023-07-10 18:27:38,0.000434718
2023-07-10 18:28:38,0.000448954
2023-07-10 18:29:38,0.000421089
2023-07-10 18:30:38,0.000430236
2023-07-10 18:31:38,0.00041855
2023-07-10 18:32:38,0.000418175
2023-07-10 18:33:38,0.000426087
2023-07-10 18:34:38,0.000409523
2023-07-10 18:35:38,0.000385298
2023-07-10 18:36:38,0.000388666
2023-07-10 18:37:38,0.000380339
2023-07-10 18:38:38,0.000395751
2023-07-10 18:39:38,0.000360674
2023-07-10 18:40:38,0.000362042
2023-07-10 18:41:38,0.000363797
2023-07-10 18:42:38,0.000347116
2023-07-10 18:43:38,0.000352255
2023-07-10 18:44:38,0.000343405
2023-07-10 18:45:38,0.000341843
2023-07-10 18:46:38,0.000337134
2023-07-10 18:47:38,0.000326894
2023-07-10 18:48:38,0.000361424
2023-07-10 18:49:39,0.000317204
2023-07-10 18:50:39,0.000310771
2023-07-10 18:51:39,0.000312334
2023-07-10 18:52:39,0.000299032
2023-07-10 18:53:39,0.000289839
2023-07-10 18:54:39,0.000283867
2023-07-10 18:55:39,0.000276637
2023-07-10 18:56:39,0.000276099
2023-07-10 18:57:39,0.000279103
2023-07-10 18:58:39,0.000264964
2023-07-10 18:59:39,0.000267643
2023-07-10 19:00:39,0.000258746
2023-07-10 19:01:39,0.000271889
2023-07-10 19:02:39,0.000272731
2023-07-10 19:03:39,0.000245913
2023-07-10 19:04:39,0.00025403
2023-07-10 19:05:39,0.000254811
2023-07-10 19:06:39,0.00024811
2023-07-10 19:07:39,0.000230748
2023-07-10 19:08:39,0.000230412
2023-07-10 19:09:39,0.000240492
2023-07-10 19:10:39,0.000233891
2023-07-10 19:11:39,0.000228053
2023-07-10 19:12:39,0.000223875
2023-07-10 19:13:39,0.000229155
2023-07-10 19:14:39,0.000233638
2023-07-10 19:15:39,0.000222012
2023-07-10 19:16:39,0.000214509
2023-07-10 19:17:39,0.000210349
2023-07-10 19:18:39,0.000207675
2023-07-10 19:19:39,0.000205871
2023-07-10 19:20:39,0.000216603
2023-07-10 19:21:39,0.000195041
2023-07-10 19:22:39,0.000213891
2023-07-10 19:23:39,0.000191952
2023-07-10 19:24:39,0.000197417
2023-07-10 19:25:39,0.000205159
2023-07-10 19:26:39,0.000191585
2023-07-10 19:27:39,0.000194443
2023-07-10 19:28:39,0.00018817
2023-07-10 19:29:39,0.000202453
2023-07-10 19:30:39,0.000197361
2023-07-10 19:31:39,0.000193683
2023-07-10 19:32:39,0.000194271
2023-07-10 19:33:39,0.000191806
2023-07-10 19:34:39,0.00020583
2023-07-10 19:35:39,0.000173126
2023-07-10 19:36:39,0.000176387
2023-07-10 19:37:39,0.000175619
2023-07-10 19:38:39,0.000192648
2023-07-10 19:39:39,0.000174555
2023-07-10 19:40:39,0.00017577
2023-07-10 19:41:39,0.000175273
2023-07-10 19:42:39,0.000182886
2023-07-10 19:43:39,0.000167769
2023-07-10 19:44:39,0.000172772
2023-07-10 19:45:39,0.000165754
2023-07-10 19:46:40,0.000167615
2023-07-10 19:47:40,0.000184465
2023-07-10 19:48:40,0.000159513
2023-07-10 19:49:40,0.00016263
2023-07-10 19:50:40,0.000160677
2023-07-10 19:51:40,0.000160934
2023-07-10 19:52:40,0.00015953
2023-07-10 19:53:40,0.000190479
2023-07-10 19:54:40,0.000171523
2023-07-10 19:55:40,0.000158226
2023-07-10 19:56:40,0.00016061
2023-07-10 19:57:40,0.000153976
2023-07-10 19:58:40,0.000167009
2023-07-10 19:59:40,0.000150128
2023-07-10 20:00:40,0.000155748
2023-07-10 20:01:40,0.000153756
2023-07-10 20:02:40,0.000151388
2023-07-10 20:03:40,0.000170473
2023-07-10 20:04:40,0.000144969
2023-07-10 20:05:40,0.000150501
2023-07-10 20:06:40,0.000195829
2023-07-10 20:07:40,0.000148554
2023-07-10 20:08:40,0.000148113
2023-07-10 20:09:40,0.000168064
2023-07-10 20:10:40,0.000146264
2023-07-10 20:11:40,0.000146975
2023-07-10 20:12:40,0.00014733
2023-07-10 20:13:40,0.00014638
2023-07-10 20:14:40,0.000146031
2023-07-10 20:15:40,0.000148539
2023-07-10 20:16:40,0.000144981
2023-07-10 20:17:40,0.000144473
2023-07-10 20:18:40,0.0001365
2023-07-10 20:19:40,0.000140809
2023-07-10 20:20:40,0.000142618
2023-07-10 20:21:40,0.000142467
2023-07-10 20:22:40,0.000142424
2023-07-10 20:23:40,0.000141544
2023-07-10 20:24:40,0.000142325
2023-07-10 20:25:40,0.000139192
2023-07-10 20:26:40,0.000140743
2023-07-10 20:27:40,0.000140917
2023-07-10 20:28:40,0.00014017
2023-07-10 20:29:40,0.000143833
2023-07-10 20:30:40,0.000141019
2023-07-10 20:31:40,0.000161675
2023-07-10 20:32:40,0.000139817
2023-07-10 20:33:40,0.000157328
2023-07-10 20:34:40,0.000140048
2023-07-10 20:35:40,0.000151775
2023-07-10 20:36:40,0.000137666
2023-07-10 20:37:40,0.000135455
2023-07-10 20:38:40,0.000136558
2023-07-10 20:39:40,0.000136492
2023-07-10 20:40:40,0.000136618
2023-07-10 20:41:40,0.000135873
2023-07-10 20:42:41,0.000135229
2023-07-10 20:43:41,0.000136908
2023-07-10 20:44:41,0.000136283
2023-07-10 20:45:41,0.000134833
2023-07-10 20:46:41,0.000140113
2023-07-10 20:47:41,0.000135282
2023-07-10 20:48:41,0.00013401
2023-07-10 20:49:41,0.00013442
2023-07-10 20:50:41,0.000134138
2023-07-10 20:51:41,0.000135685
2023-07-10 20:52:41,0.00013342
2023-07-10 20:53:41,0.000133666
2023-07-10 20:54:41,0.000133657
2023-07-10 20:55:41,0.000134819
2023-07-10 20:56:41,0.000135964
2023-07-10 20:57:41,0.000133658
2023-07-10 20:58:41,0.000133644
2023-07-10 20:59:41,0.000151979
2023-07-10 21:00:41,0.000134127
2023-07-10 21:01:41,0.000132847
2023-07-10 21:02:41,0.000132329
2023-07-10 21:03:41,0.000149518
2023-07-10 21:04:41,0.000133952
2023-07-10 21:05:41,0.000147311
2023-07-10 21:06:41,0.000132256
2023-07-10 21:07:41,0.0001484
2023-07-10 21:08:41,0.000133926
2023-07-10 21:09:41,0.000132207
2023-07-10 21:10:41,0.000128025
2023-07-10 21:11:41,0.000131388
2023-07-10 21:12:41,0.000131741
2023-07-10 21:13:41,0.000131221
2023-07-10 21:14:41,0.000130366
2023-07-10 21:15:41,0.000131506
2023-07-10 21:16:41,0.000150681
2023-07-10 21:17:41,0.000132144
2023-07-10 21:18:41,0.000145677
2023-07-10 21:19:41,0.000131811
2023-07-10 21:20:41,0.000129822
2023-07-10 21:21:41,0.000130459
2023-07-10 21:22:41,0.000136037
2023-07-10 21:23:41,0.000131284
2023-07-10 21:24:41,0.000125815
2023-07-10 21:25:41,0.000157301
2023-07-10 21:26:41,0.000130067
2023-07-10 21:27:41,0.000130779
2023-07-10 21:28:41,0.000129883
2023-07-10 21:29:41,0.000136545
2023-07-10 21:30:41,0.000143483
2023-07-10 21:31:41,0.000131565
2023-07-10 21:32:41,0.000151794
2023-07-10 21:33:41,0.000130465
2023-07-10 21:34:41,0.000135791
2023-07-10 21:35:41,0.000129605
2023-07-10 21:36:41,0.000120355
2023-07-10 21:37:42,0.000129821
2023-07-10 21:38:42,0.000127781
2023-07-10 21:39:42,0.000129251
2023-07-10 21:40:42,0.000161128
2023-07-10 21:41:42,0.00012168
2023-07-10 21:42:42,0.000133417
2023-07-10 21:43:42,0.000130104
2023-07-10 21:44:42,0.000126969
2023-07-10 21:45:42,0.000128896
2023-07-10 21:46:42,0.000131555
2023-07-10 21:47:42,0.000127097
2023-07-10 21:48:42,0.000177049
2023-07-10 21:49:42,0.00013581
2023-07-10 21:50:42,0.000129989
2023-07-10 21:51:42,0.000134816
2023-07-10 21:52:42,0.00012974
2023-07-10 21:53:42,0.000141499
2023-07-10 21:54:42,0.000129993
2023-07-10 21:55:42,0.00012959
2023-07-10 21:56:42,0.00014749
2023-07-10 21:57:42,0.000130293
2023-07-10 21:58:42,0.000129405
2023-07-10 21:59:42,0.000126123
2023-07-10 22:00:42,0.000130286
2023-07-10 22:01:42,0.000130469
2023-07-10 22:02:42,0.000130547
2023-07-10 22:03:42,0.00012751
2023-07-10 22:04:42,0.000134619
2023-07-10 22:05:42,0.000129159
2023-07-10 22:06:42,0.000129248
2023-07-10 22:07:42,0.000140031
2023-07-10 22:08:42,0.00012947
2023-07-10 22:09:42,0.000128005
2023-07-10 22:10:42,0.000131061
2023-07-10 22:11:42,0.000136677
2023-07-10 22:12:42,0.000130984
2023-07-10 22:13:42,0.000130861
2023-07-10 22:14:42,0.000130552
2023-07-10 22:15:42,0.000154276
2023-07-10 22:16:42,0.000125545
2023-07-10 22:17:42,0.000135274
2023-07-10 22:18:42,0.000131436
2023-07-10 22:19:42,0.000139704
2023-07-10 22:20:42,0.00012973
2023-07-10 22:21:42,0.000129229
2023-07-10 22:22:42,0.000129356
2023-07-10 22:23:42,0.000129825
2023-07-10 22:24:42,0.000125276
2023-07-10 22:25:42,0.000187357
2023-07-10 22:26:42,0.000130863
2023-07-10 22:27:42,0.000127555
2023-07-10 22:28:42,0.000132666
2023-07-10 22:29:42,0.000127383
2023-07-10 22:30:42,0.000130414
2023-07-10 22:31:43,0.000129808
2023-07-10 22:32:43,0.000130122
2023-07-10 22:33:43,0.000131673
2023-07-10 22:34:43,0.000129947
2023-07-10 22:35:43,0.000131022
2023-07-10 22:36:43,0.000130218
2023-07-10 22:37:43,0.000130001
2023-07-10 22:38:43,0.000141242
2023-07-10 22:39:43,0.00013154
2023-07-10 22:40:43,0.000131384
2023-07-10 22:41:43,0.000130042
2023-07-10 22:42:43,0.000129291
2023-07-10 22:43:43,0.000137192
2023-07-10 22:44:43,0.000130971
2023-07-10 22:45:43,0.000132077
2023-07-10 22:46:43,0.000127213
2023-07-10 22:47:43,0.000136784
2023-07-10 22:48:43,0.000127964
2023-07-10 22:49:43,0.000130644
2023-07-10 22:50:43,0.000136982
2023-07-10 22:51:43,0.000132257
2023-07-10 22:52:43,0.00013505
2023-07-10 22:53:43,0.000131223
2023-07-10 22:54:43,0.000137065
