date,original,mis_1,mis_2,mis_3
2019-07-29 18:00:00,24.333333333333332,24.333333333333332,24.333333333333332,24.333333333333332
2019-07-29 20:00:00,22.691666666666666,22.691666666666666,22.691666666666666,22.691666666666666
2019-07-29 22:00:00,22.8,22.8,,22.8
2019-07-30 00:00:00,22.90833333333333,22.90833333333333,,22.90833333333333
2019-07-30 02:00:00,22.566666666666666,,,22.566666666666666
2019-07-30 04:00:00,23.008333333333336,23.008333333333336,,23.008333333333336
2019-07-30 06:00:00,26.241666666666664,26.241666666666664,,26.241666666666664
2019-07-30 08:00:00,29.266666666666666,,,29.266666666666666
2019-07-30 10:00:00,31.583333333333332,,,31.583333333333332
2019-07-30 12:00:00,32.69166666666667,32.69166666666667,32.69166666666667,32.69166666666667
2019-07-30 14:00:00,32.199999999999996,32.199999999999996,,32.199999999999996
2019-07-30 16:00:00,30.05,30.05,,30.05
2019-07-30 18:00:00,26.125,26.125,26.125,26.125
2019-07-30 20:00:00,24.45,24.45,24.45,24.45
2019-07-30 22:00:00,24.7,24.7,24.7,24.7
2019-07-31 00:00:00,24.474999999999998,24.474999999999998,24.474999999999998,24.474999999999998
2019-07-31 02:00:00,24.349999999999998,,,24.349999999999998
2019-07-31 04:00:00,24.641666666666666,24.641666666666666,,24.641666666666666
2019-07-31 06:00:00,27.183333333333334,27.183333333333334,,27.183333333333334
2019-07-31 08:00:00,30.833333333333332,30.833333333333332,,30.833333333333332
2019-07-31 10:00:00,32.975,32.975,32.975,32.975
2019-07-31 12:00:00,33.25,33.25,33.25,33.25
2019-07-31 14:00:00,32.074999999999996,32.074999999999996,32.074999999999996,32.074999999999996
2019-07-31 16:00:00,29.558333333333334,29.558333333333334,29.558333333333334,29.558333333333334
2019-07-31 18:00:00,25.775000000000002,25.775000000000002,25.775000000000002,25.775000000000002
2019-07-31 20:00:00,23.383333333333336,,23.383333333333336,23.383333333333336
2019-07-31 22:00:00,22.541666666666668,22.541666666666668,22.541666666666668,22.541666666666668
2019-08-01 00:00:00,23.258333333333336,23.258333333333336,23.258333333333336,23.258333333333336
2019-08-01 02:00:00,22.03333333333333,22.03333333333333,22.03333333333333,22.03333333333333
2019-08-01 04:00:00,21.691666666666666,21.691666666666666,,21.691666666666666
