date,Grad,RH,Rain,STDwd,TD,TDmax,TDmin,TG,TW,Time,WD,WDmax,WS,WS1mm,WSmax,Ws10mm
2022-01-04 20:20:00,0.0,87.0,0.0,6.5,8.7,8.8,8.6,6.9,-9999.0,2011.0,293.0,302.0,1.6,2.0,2.4,2.3
2022-01-04 20:30:00,0.0,88.0,0.0,6.2,8.5,8.6,8.4,6.2,-9999.0,2021.0,293.0,304.0,1.2,1.6,1.7,1.6
2022-01-04 20:40:00,0.0,88.0,0.0,8.3,8.4,8.4,8.3,5.4,-9999.0,2031.0,288.0,284.0,1.1,1.3,1.8,1.2
2022-01-04 20:50:00,0.0,88.0,0.0,9.6,8.0,8.3,7.9,5.1,-9999.0,2041.0,272.0,264.0,0.8,1.3,2.0,1.1
2022-01-04 21:00:00,0.0,89.0,0.0,21.0,8.0,8.1,7.9,5.2,-9999.0,2051.0,273.0,255.0,0.6,1.4,1.8,0.8
2022-01-04 21:10:00,0.0,89.0,0.0,12.2,7.9,8.1,7.8,4.9,-9999.0,2110.0,274.0,287.0,0.8,1.2,1.5,0.8
2022-01-04 21:20:00,0.0,89.0,0.0,16.7,7.6,7.9,7.4,5.0,-9999.0,2120.0,241.0,229.0,1.0,1.6,2.0,1.0
2022-01-04 21:30:00,0.0,90.0,0.0,12.6,7.3,7.5,7.2,4.5,-9999.0,2126.0,234.0,244.0,1.0,1.4,1.8,1.1
2022-01-04 21:40:00,0.0,90.0,0.0,22.3,7.3,7.5,7.1,4.5,-9999.0,2139.0,196.0,175.0,1.0,1.3,2.0,1.0
2022-01-04 21:50:00,0.0,90.0,0.0,12.8,7.6,7.9,7.1,4.6,-9999.0,2141.0,163.0,167.0,0.2,0.7,0.9,0.9
2022-01-04 22:00:00,0.0,89.0,0.0,11.3,7.0,7.8,6.5,4.3,-9999.0,2200.0,128.0,126.0,0.6,1.0,1.1,0.6
2022-01-04 22:10:00,0.0,91.0,0.0,17.2,6.5,6.6,6.4,3.9,-9999.0,2210.0,161.0,158.0,0.9,1.1,1.4,0.9
2022-01-04 22:20:00,0.0,91.0,0.0,6.8,6.4,6.5,6.3,3.8,-9999.0,2220.0,140.0,136.0,1.1,1.2,1.4,1.1
2022-01-04 22:30:00,0.0,91.0,0.0,15.3,6.5,6.6,6.3,3.7,-9999.0,2224.0,147.0,139.0,1.0,1.3,1.5,1.1
2022-01-04 22:40:00,0.0,91.0,0.0,16.6,6.5,6.6,6.4,3.6,-9999.0,2231.0,169.0,138.0,0.6,0.9,1.0,0.9
2022-01-04 22:50:00,0.0,91.0,0.0,15.3,6.7,6.9,6.5,3.8,-9999.0,2250.0,172.0,189.0,0.8,0.9,1.1,0.8
2022-01-04 23:00:00,0.0,91.0,0.0,13.3,6.3,6.6,5.8,3.7,-9999.0,2300.0,141.0,134.0,1.3,1.7,2.0,1.3
2022-01-04 23:10:00,0.0,92.0,0.0,6.2,6.0,6.3,5.8,3.3,-9999.0,2307.0,132.0,131.0,1.6,1.7,1.9,1.6
2022-01-04 23:20:00,0.0,91.0,0.0,6.9,6.5,6.6,6.3,3.6,-9999.0,2320.0,128.0,126.0,1.8,2.4,2.7,1.8
2022-01-04 23:30:00,0.0,91.0,0.0,10.3,6.2,6.3,6.1,3.6,-9999.0,2325.0,133.0,132.0,1.5,2.3,2.4,2.0
2022-01-04 23:40:00,0.0,91.0,0.0,5.2,6.5,6.8,6.1,3.2,-9999.0,2331.0,151.0,162.0,1.4,1.5,1.8,1.5
2022-01-04 23:50:00,0.0,90.0,0.0,5.6,6.6,6.7,6.5,3.2,-9999.0,2342.0,154.0,146.0,1.1,1.5,1.6,1.4
2022-01-05 00:00:00,0.0,90.0,0.0,4.3,6.6,6.7,6.5,2.9,-9999.0,2351.0,160.0,166.0,0.9,1.3,1.4,1.1
2022-01-05 00:10:00,0.0,90.0,0.0,7.6,6.5,6.6,6.3,3.4,-9999.0,8.0,157.0,155.0,1.0,1.2,1.3,1.1
2022-01-05 00:20:00,0.0,90.0,0.0,7.8,6.3,6.6,6.1,3.1,-9999.0,11.0,162.0,179.0,0.8,1.0,1.1,1.0
2022-01-05 00:30:00,0.0,90.0,0.0,13.6,6.4,6.6,6.1,3.1,-9999.0,21.0,169.0,191.0,0.4,0.7,0.9,0.8
2022-01-05 00:40:00,0.0,89.0,0.0,17.2,6.3,6.6,5.9,3.3,-9999.0,40.0,151.0,147.0,0.6,1.1,1.3,0.6
2022-01-05 00:50:00,0.0,90.0,0.0,11.3,5.8,5.9,5.7,3.0,-9999.0,50.0,138.0,130.0,1.0,1.4,1.7,1.0
2022-01-05 01:00:00,0.0,90.0,0.0,9.3,5.5,5.7,5.4,3.0,-9999.0,59.0,137.0,117.0,1.5,1.7,1.9,1.5
2022-01-05 01:10:00,0.0,91.0,0.0,6.3,5.8,6.0,5.6,3.0,-9999.0,109.0,140.0,144.0,1.5,1.7,2.0,1.5
2022-01-05 01:20:00,0.0,90.0,0.0,5.8,6.0,6.1,5.9,3.0,-9999.0,120.0,142.0,138.0,1.6,1.7,1.8,1.6
2022-01-05 01:30:00,0.0,90.0,0.0,6.6,6.1,6.2,6.0,3.2,-9999.0,128.0,152.0,147.0,1.7,1.9,2.1,1.7
2022-01-05 01:40:00,0.0,90.0,0.0,5.9,6.5,6.7,6.2,2.8,-9999.0,131.0,153.0,155.0,1.2,1.6,1.7,1.7
2022-01-05 01:50:00,0.0,89.0,0.0,7.7,6.6,6.7,6.4,2.9,-9999.0,141.0,159.0,154.0,1.1,1.3,1.5,1.2
2022-01-05 02:00:00,0.0,89.0,0.0,6.2,6.3,6.4,6.1,2.9,-9999.0,154.0,149.0,144.0,1.1,1.3,1.3,1.2
2022-01-05 02:10:00,0.0,90.0,0.0,14.3,6.3,6.4,6.2,3.1,-9999.0,206.0,154.0,148.0,1.0,1.2,1.4,1.1
2022-01-05 02:20:00,0.0,90.0,0.0,5.4,6.3,6.6,6.0,3.1,-9999.0,211.0,171.0,172.0,0.3,0.6,0.8,0.9
2022-01-05 02:30:00,0.0,90.0,0.0,9.2,6.0,6.2,6.0,3.0,-9999.0,226.0,193.0,200.0,0.4,0.7,0.8,0.5
2022-01-05 02:40:00,0.0,90.0,0.0,15.2,5.8,6.1,5.4,2.9,-9999.0,239.0,178.0,189.0,0.5,0.8,0.9,0.5
2022-01-05 02:50:00,0.0,91.0,0.0,0.7,6.5,6.7,5.6,2.8,-9999.0,241.0,163.0,166.0,0.0,0.5,0.6,0.5
2022-01-05 03:00:00,0.0,89.0,0.0,17.9,6.8,6.9,6.5,3.0,-9999.0,300.0,315.0,341.0,0.8,0.9,1.0,0.8
2022-01-05 03:10:00,0.0,89.0,0.0,6.7,6.8,7.1,6.7,3.2,-9999.0,310.0,308.0,315.0,1.1,1.2,1.3,1.1
2022-01-05 03:20:00,0.0,88.0,0.0,7.0,7.0,7.2,6.9,4.3,-9999.0,320.0,293.0,286.0,1.4,1.6,1.7,1.4
2022-01-05 03:30:00,0.0,88.0,0.0,16.2,6.8,7.0,6.5,3.8,-9999.0,324.0,282.0,272.0,1.4,1.8,2.1,1.5
2022-01-05 03:40:00,0.0,89.0,0.0,11.7,6.6,6.9,6.2,3.5,-9999.0,340.0,273.0,271.0,1.6,2.3,2.5,1.6
2022-01-05 03:50:00,0.0,88.0,0.0,8.5,7.0,7.1,6.9,4.6,-9999.0,350.0,278.0,288.0,2.3,2.6,3.0,2.3
2022-01-05 04:00:00,0.0,87.0,0.0,3.7,6.6,7.1,6.3,4.8,-9999.0,400.0,301.0,300.0,3.8,4.7,5.0,3.8
2022-01-05 04:10:00,0.0,88.0,0.0,5.4,7.1,7.4,6.7,5.6,-9999.0,406.0,300.0,286.0,4.1,4.7,5.1,4.3
2022-01-05 04:20:00,0.0,86.0,0.0,4.8,7.4,7.5,7.3,5.7,-9999.0,411.0,299.0,289.0,2.8,3.4,3.6,4.0
2022-01-05 04:30:00,0.0,86.0,0.0,7.3,7.3,7.4,7.3,5.4,-9999.0,421.0,294.0,288.0,1.9,2.3,2.5,2.7
2022-01-05 04:40:00,0.0,86.0,0.0,6.5,7.4,7.7,7.3,5.6,-9999.0,431.0,310.0,305.0,1.2,1.9,2.0,1.8
2022-01-05 04:50:00,0.0,85.0,0.0,8.3,7.9,8.0,7.7,6.0,-9999.0,450.0,320.0,318.0,1.5,1.7,2.1,1.5
2022-01-05 05:00:00,0.0,84.0,0.0,12.8,7.9,8.1,7.6,6.0,-9999.0,452.0,316.0,324.0,1.1,1.7,2.1,1.5
2022-01-05 05:10:00,0.0,86.0,0.0,8.3,7.2,7.6,7.0,5.8,-9999.0,501.0,277.0,285.0,0.4,0.7,0.9,1.0
2022-01-05 05:20:00,0.0,87.0,0.0,0.2,7.1,7.3,7.0,6.0,-9999.0,511.0,269.0,269.0,0.1,0.3,0.3,0.4
2022-01-05 05:30:00,0.0,87.0,0.0,13.2,7.4,7.4,7.3,6.1,-9999.0,529.0,254.0,252.0,0.1,0.3,0.5,0.1
2022-01-05 05:40:00,0.0,88.0,0.0,81.2,7.2,7.4,7.1,6.1,-9999.0,540.0,167.0,107.0,0.4,0.8,1.0,0.4
2022-01-05 05:50:00,0.0,88.0,0.0,10.8,7.4,7.5,7.2,6.1,-9999.0,549.0,275.0,266.0,0.6,1.0,1.3,0.6
2022-01-05 06:00:00,0.0,87.0,0.0,14.3,7.8,7.9,7.5,6.0,-9999.0,551.0,308.0,330.0,0.3,0.7,0.9,0.6
2022-01-05 06:10:00,0.0,85.0,0.0,6.9,7.8,8.0,7.7,5.8,-9999.0,608.0,322.0,336.0,0.5,0.8,1.0,0.6
2022-01-05 06:20:00,0.0,86.0,0.0,4.2,7.5,7.7,7.4,5.8,-9999.0,611.0,321.0,327.0,0.3,0.4,0.5,0.5
2022-01-05 06:30:00,0.0,87.0,0.0,15.6,7.4,7.6,7.3,5.1,-9999.0,630.0,335.0,5.0,0.8,1.3,1.4,0.8
2022-01-05 06:40:00,0.0,86.0,0.0,6.8,7.5,7.5,7.3,4.7,-9999.0,636.0,0.0,3.0,1.1,1.5,1.7,1.3
2022-01-05 06:50:00,4.0,86.0,0.0,2.8,7.2,7.4,7.0,4.6,-9999.0,641.0,3.0,3.0,0.5,0.7,0.8,1.1
2022-01-05 07:00:00,16.0,86.0,0.0,6.5,7.6,7.8,7.0,5.1,-9999.0,700.0,2.0,4.0,1.1,1.2,1.4,1.1
2022-01-05 07:10:00,29.0,85.0,0.0,10.8,7.4,7.8,7.0,5.8,-9999.0,702.0,20.0,357.0,0.5,1.3,1.5,1.1
2022-01-05 07:20:00,38.0,87.0,0.0,16.9,6.8,7.1,6.6,5.7,-9999.0,720.0,51.0,28.0,0.6,0.9,1.1,0.6
2022-01-05 07:30:00,39.0,88.0,0.0,4.4,7.2,7.3,7.1,5.8,-9999.0,721.0,53.0,68.0,0.1,0.7,0.6,0.7
2022-01-05 07:40:00,40.0,88.0,0.0,19.9,7.2,7.5,7.1,5.3,-9999.0,740.0,315.0,302.0,1.1,1.5,1.8,1.1
2022-01-05 07:50:00,123.0,86.0,0.0,10.0,7.9,8.3,7.5,7.3,-9999.0,747.0,317.0,303.0,1.5,1.9,2.2,1.6
2022-01-05 08:00:00,142.0,85.0,0.0,4.2,8.6,9.0,8.3,9.1,-9999.0,751.0,309.0,307.0,1.2,1.6,2.0,1.5
2022-01-05 08:10:00,163.0,84.0,0.0,57.8,9.4,9.7,9.0,10.4,-9999.0,801.0,250.0,220.0,0.3,0.7,0.9,1.1
2022-01-05 08:20:00,151.0,84.0,0.0,46.6,9.4,9.6,9.2,10.2,-9999.0,820.0,276.0,199.0,0.4,0.9,1.2,0.4
2022-01-05 08:30:00,174.0,82.0,0.0,38.5,9.8,10.1,9.6,11.0,-9999.0,829.0,267.0,250.0,0.7,1.5,1.9,0.7
2022-01-05 08:40:00,192.0,79.0,0.0,16.5,10.3,10.5,10.1,11.6,-9999.0,834.0,253.0,269.0,0.5,1.3,1.6,1.0
2022-01-05 08:50:00,180.0,77.0,0.0,18.5,10.6,10.7,10.5,11.6,-9999.0,850.0,238.0,230.0,1.2,1.7,2.1,1.2
2022-01-05 09:00:00,194.0,76.0,0.0,21.8,10.7,10.9,10.6,11.8,-9999.0,854.0,251.0,279.0,1.2,2.1,2.6,1.4
2022-01-05 09:10:00,231.0,75.0,0.0,26.9,10.9,11.1,10.7,12.1,-9999.0,910.0,242.0,266.0,1.7,2.5,3.0,1.7
2022-01-05 09:20:00,255.0,74.0,0.0,32.8,11.1,11.2,11.0,12.9,-9999.0,911.0,237.0,204.0,1.0,2.3,2.4,1.7
2022-01-05 09:30:00,317.0,73.0,0.0,36.0,11.5,11.6,11.1,14.6,-9999.0,930.0,204.0,183.0,1.2,2.0,2.5,1.2
2022-01-05 09:40:00,301.0,73.0,0.0,27.6,11.6,11.8,11.4,15.1,-9999.0,940.0,213.0,212.0,1.6,2.4,3.0,1.6
2022-01-05 09:50:00,277.0,72.0,0.0,14.3,11.6,11.7,11.5,14.1,-9999.0,947.0,221.0,212.0,2.0,2.7,3.4,2.1
2022-01-05 10:00:00,352.0,72.0,0.0,31.4,11.8,12.1,11.5,14.9,-9999.0,951.0,244.0,276.0,1.5,2.6,3.7,2.0
2022-01-05 10:10:00,506.0,71.0,0.0,20.5,12.3,12.5,12.1,16.0,-9999.0,1010.0,260.0,259.0,2.3,3.4,3.9,2.3
2022-01-05 10:20:00,527.0,70.0,0.0,19.2,12.4,12.5,12.3,16.6,-9999.0,1012.0,262.0,263.0,1.9,3.3,3.2,2.4
2022-01-05 10:30:00,590.0,70.0,0.0,33.2,12.6,13.0,12.2,18.0,-9999.0,1030.0,254.0,268.0,2.1,3.1,4.0,2.1
2022-01-05 10:40:00,535.0,66.0,0.0,42.4,13.4,13.8,13.0,19.2,-9999.0,1031.0,252.0,225.0,1.8,3.0,3.8,2.2
2022-01-05 10:50:00,284.0,67.0,0.0,20.0,12.8,13.4,12.5,16.0,-9999.0,1048.0,254.0,243.0,2.2,2.8,3.6,2.4
2022-01-05 11:00:00,370.0,69.0,0.0,24.7,12.7,13.2,12.5,16.0,-9999.0,1051.0,222.0,214.0,1.4,2.0,2.8,2.1
2022-01-05 11:10:00,555.0,66.0,0.0,29.4,13.5,13.8,13.2,18.7,-9999.0,1110.0,203.0,178.0,1.6,2.7,3.5,1.6
2022-01-05 11:20:00,583.0,65.0,0.0,34.3,13.7,13.9,13.5,19.0,-9999.0,1111.0,244.0,237.0,1.2,2.2,2.8,1.7
2022-01-05 11:30:00,586.0,64.0,0.0,83.6,13.8,13.9,13.5,19.6,-9999.0,1122.0,256.0,225.0,0.9,1.9,2.2,1.2
2022-01-05 11:40:00,590.0,62.0,0.0,40.1,14.2,14.6,13.9,20.1,-9999.0,1136.0,228.0,234.0,0.8,1.5,2.1,0.9
2022-01-05 11:50:00,595.0,62.0,0.0,19.7,14.3,14.6,14.1,21.3,-9999.0,1150.0,340.0,309.0,1.5,1.9,2.7,1.5
2022-01-05 12:00:00,601.0,63.0,0.0,22.4,14.3,14.7,14.1,21.7,-9999.0,1200.0,326.0,340.0,1.7,2.6,3.1,1.7
2022-01-05 12:10:00,611.0,62.0,0.0,18.2,14.6,14.9,14.3,21.2,-9999.0,1205.0,304.0,298.0,2.1,2.8,3.3,2.2
2022-01-05 12:20:00,597.0,62.0,0.0,32.2,14.7,14.9,14.3,22.0,-9999.0,1220.0,320.0,317.0,1.9,3.0,3.3,1.9
2022-01-05 12:30:00,589.0,61.0,0.0,18.5,14.8,14.9,14.7,22.3,-9999.0,1226.0,331.0,324.0,2.3,3.2,3.8,2.4
2022-01-05 12:40:00,589.0,60.0,0.0,37.8,14.9,15.1,14.7,22.7,-9999.0,1232.0,354.0,327.0,1.4,2.5,2.7,2.3
2022-01-05 12:50:00,571.0,59.0,0.0,35.5,15.3,15.8,15.1,22.4,-9999.0,1241.0,10.0,21.0,0.8,1.7,2.2,1.3
2022-01-05 13:00:00,548.0,57.0,0.0,46.3,15.9,16.4,15.6,23.2,-9999.0,1300.0,9.0,9.0,1.3,2.9,3.6,1.3
2022-01-05 13:10:00,535.0,57.0,0.0,37.6,15.9,16.2,15.6,23.0,-9999.0,1306.0,357.0,343.0,1.3,2.6,3.4,1.7
2022-01-05 13:20:00,541.0,55.0,0.0,29.6,16.3,16.6,16.0,22.9,-9999.0,1318.0,286.0,328.0,1.4,2.2,2.6,1.5
2022-01-05 13:30:00,560.0,55.0,0.0,16.9,16.7,16.9,16.4,23.3,-9999.0,1330.0,254.0,224.0,1.9,3.3,4.2,1.9
2022-01-05 13:40:00,330.0,57.0,0.0,40.1,16.0,16.8,15.7,20.1,-9999.0,1334.0,196.0,193.0,2.0,3.4,4.0,2.5
2022-01-05 13:50:00,270.0,59.0,0.0,65.8,15.4,15.9,15.2,19.5,-9999.0,1341.0,200.0,123.0,1.5,2.6,2.9,2.0
2022-01-05 14:00:00,216.0,59.0,0.0,31.9,15.5,15.8,15.4,18.2,-9999.0,1400.0,254.0,236.0,2.4,3.5,4.4,2.4
2022-01-05 14:10:00,205.0,60.0,0.0,27.8,15.1,15.4,15.0,17.7,-9999.0,1406.0,243.0,260.0,2.4,3.4,3.9,2.5
2022-01-05 14:20:00,189.0,60.0,0.0,27.9,15.2,15.3,15.1,17.6,-9999.0,1411.0,258.0,235.0,1.9,2.5,3.1,2.3
2022-01-05 14:30:00,218.0,59.0,0.0,13.1,15.6,15.7,15.3,17.9,-9999.0,1430.0,285.0,295.0,2.2,3.2,3.8,2.2
2022-01-05 14:40:00,239.0,59.0,0.0,20.8,15.4,15.7,15.4,17.7,-9999.0,1434.0,268.0,276.0,2.1,3.3,3.7,2.7
2022-01-05 14:50:00,283.0,58.0,0.0,36.5,15.9,16.3,15.4,19.3,-9999.0,1441.0,225.0,242.0,0.7,1.5,2.3,1.9
2022-01-05 15:00:00,257.0,55.0,0.0,46.2,16.8,17.0,16.3,20.9,-9999.0,1500.0,314.0,302.0,1.3,2.9,3.3,1.3
2022-01-05 15:10:00,152.0,57.0,0.0,25.4,16.0,16.5,15.8,18.6,-9999.0,1508.0,297.0,283.0,1.9,2.8,3.4,2.2
2022-01-05 15:20:00,134.0,59.0,0.0,32.1,15.6,15.8,15.4,17.1,-9999.0,1512.0,249.0,258.0,1.4,2.3,2.8,1.9
2022-01-05 15:30:00,162.0,60.0,0.0,24.4,15.4,15.5,15.3,17.4,-9999.0,1530.0,290.0,299.0,1.5,3.4,3.8,1.5
2022-01-05 15:40:00,217.0,61.0,0.0,12.3,15.3,15.4,15.1,18.6,-9999.0,1537.0,304.0,306.0,2.6,3.3,3.6,2.7
2022-01-05 15:50:00,159.0,62.0,0.0,12.4,15.1,15.2,14.9,17.5,-9999.0,1550.0,298.0,296.0,3.1,3.7,4.2,3.1
2022-01-05 16:00:00,118.0,64.0,0.0,8.2,14.8,14.9,14.6,16.4,-9999.0,1557.0,295.0,296.0,3.4,3.9,4.4,3.4
2022-01-05 16:10:00,85.0,66.0,0.0,7.4,14.4,14.6,14.4,15.3,-9999.0,1601.0,290.0,298.0,3.2,3.9,4.4,3.3
2022-01-05 16:20:00,58.0,67.0,0.0,7.3,14.1,14.4,14.0,14.3,-9999.0,1613.0,289.0,306.0,3.5,4.1,4.6,3.5
2022-01-05 16:30:00,38.0,69.0,0.0,8.1,13.8,14.0,13.6,13.4,-9999.0,1629.0,299.0,304.0,3.5,4.2,4.5,3.6
2022-01-05 16:40:00,18.0,71.0,0.0,7.3,13.4,13.6,13.2,12.7,-9999.0,1631.0,310.0,306.0,3.3,4.1,4.6,3.4
2022-01-05 16:50:00,4.0,73.0,0.0,8.3,12.9,13.2,12.6,11.7,-9999.0,1650.0,310.0,312.0,3.4,4.0,4.5,3.4
2022-01-05 17:00:00,0.0,77.0,0.0,4.0,12.3,12.6,12.1,11.1,-9999.0,1659.0,329.0,325.0,3.9,4.2,4.6,3.9
2022-01-05 17:10:00,0.0,80.0,0.0,3.4,11.9,12.1,11.7,10.3,-9999.0,1701.0,337.0,330.0,3.3,3.5,3.8,3.8
2022-01-05 17:20:00,0.0,81.0,0.0,3.0,11.6,11.7,11.4,9.7,-9999.0,1711.0,346.0,344.0,3.0,3.4,3.8,3.2
2022-01-05 17:30:00,0.0,83.0,0.0,5.9,11.2,11.4,11.2,9.5,-9999.0,1721.0,2.0,4.0,2.5,2.7,2.8,2.9
2022-01-05 17:40:00,0.0,83.0,0.0,3.8,11.2,11.2,11.1,9.4,-9999.0,1731.0,9.0,6.0,2.2,2.5,2.6,2.5
2022-01-05 17:50:00,0.0,84.0,0.0,11.7,11.0,11.2,10.9,9.0,-9999.0,1741.0,35.0,34.0,1.7,2.0,2.1,2.2
2022-01-05 18:00:00,0.0,84.0,0.0,5.4,11.0,11.1,11.0,9.1,-9999.0,1800.0,46.0,49.0,2.1,2.6,2.8,2.1
2022-01-05 18:10:00,0.0,84.0,0.0,3.7,11.0,11.1,10.9,9.4,-9999.0,1810.0,48.0,48.0,2.8,3.0,3.2,2.8
2022-01-05 18:20:00,0.0,85.0,0.0,3.3,11.0,11.1,10.9,9.6,-9999.0,1820.0,49.0,50.0,3.2,3.3,3.4,3.2
2022-01-05 18:30:00,0.0,84.0,0.0,12.7,10.8,11.2,10.6,9.1,-9999.0,1821.0,73.0,75.0,2.2,3.3,3.3,3.2
2022-01-05 18:40:00,0.0,85.0,0.0,7.0,10.6,10.6,10.6,8.9,-9999.0,1840.0,66.0,56.0,3.2,4.1,4.5,3.2
2022-01-05 18:50:00,0.0,84.0,0.0,5.0,10.8,10.9,10.6,9.3,-9999.0,1849.0,63.0,62.0,4.3,4.8,5.2,4.3
2022-01-05 19:00:00,0.0,81.0,0.0,6.9,10.9,10.9,10.8,9.3,-9999.0,1851.0,66.0,65.0,4.2,4.6,5.2,4.3
2022-01-05 19:10:00,0.0,78.0,0.0,4.9,11.1,11.2,10.9,9.6,-9999.0,1910.0,64.0,71.0,4.6,4.9,5.2,4.6
2022-01-05 19:20:00,0.0,77.0,0.0,5.5,11.0,11.2,10.9,9.6,-9999.0,1920.0,63.0,67.0,5.1,5.5,5.9,5.1
2022-01-05 19:30:00,0.0,77.0,0.0,4.2,11.1,11.2,10.9,9.7,-9999.0,1923.0,59.0,62.0,5.3,5.6,5.9,5.4
2022-01-05 19:40:00,0.0,77.0,0.0,7.6,11.0,11.2,10.9,9.6,-9999.0,1931.0,66.0,59.0,5.0,5.4,6.4,5.2
2022-01-05 19:50:00,0.0,78.0,0.0,7.5,10.8,10.9,10.6,9.5,-9999.0,1950.0,65.0,61.0,5.4,6.1,6.7,5.4
2022-01-05 20:00:00,0.0,79.0,0.0,7.6,10.6,10.6,10.5,9.2,-9999.0,1952.0,67.0,66.0,5.2,6.0,6.7,5.5
2022-01-05 20:10:00,0.0,80.0,0.0,7.6,10.5,10.6,10.5,9.2,-9999.0,2001.0,70.0,69.0,5.1,5.5,6.3,5.1
2022-01-05 20:20:00,0.0,80.0,0.0,6.7,10.4,10.5,10.4,9.2,-9999.0,2018.0,67.0,58.0,5.4,5.8,6.6,5.4
2022-01-05 20:30:00,0.0,81.0,0.0,7.2,10.4,10.5,10.4,9.2,-9999.0,2022.0,67.0,62.0,5.0,5.6,6.1,5.4
2022-01-05 20:40:00,0.0,82.0,0.0,7.7,10.5,10.6,10.5,9.1,-9999.0,2031.0,71.0,66.0,4.7,5.0,5.8,4.9
2022-01-05 20:50:00,0.0,82.0,0.0,8.0,10.7,10.7,10.6,9.2,-9999.0,2042.0,71.0,66.0,4.7,4.9,5.7,4.7
2022-01-05 21:00:00,0.0,81.0,0.0,9.6,10.6,10.7,10.5,9.1,-9999.0,2051.0,68.0,68.0,4.1,4.5,5.4,4.7
2022-01-05 21:10:00,0.0,80.0,0.0,9.3,10.5,10.7,10.4,8.9,-9999.0,2110.0,69.0,68.0,4.4,5.0,5.9,4.4
2022-01-05 21:20:00,0.0,80.0,0.0,7.4,10.7,10.8,10.7,9.2,-9999.0,2120.0,72.0,64.0,4.7,5.3,6.2,4.7
2022-01-05 21:30:00,0.0,80.0,0.0,7.6,10.7,10.8,10.7,9.2,-9999.0,2124.0,71.0,75.0,4.9,5.4,6.3,5.0
2022-01-05 21:40:00,0.0,81.0,0.0,8.4,10.7,10.7,10.7,9.3,-9999.0,2131.0,69.0,61.0,4.8,5.2,6.2,4.9
2022-01-05 21:50:00,0.0,82.0,0.0,6.6,10.6,10.8,10.6,9.2,-9999.0,2150.0,65.0,62.0,5.3,6.2,6.9,5.3
2022-01-05 22:00:00,0.0,80.0,0.0,4.2,10.8,10.9,10.7,9.4,-9999.0,2158.0,62.0,60.0,5.9,6.2,6.6,5.9
2022-01-05 22:10:00,0.0,78.0,0.0,6.9,10.7,10.9,10.6,9.2,-9999.0,2201.0,64.0,65.0,5.3,5.9,6.4,5.9
2022-01-05 22:20:00,0.0,79.0,0.0,6.7,10.6,10.7,10.6,9.1,-9999.0,2220.0,64.0,61.0,5.2,5.8,6.6,5.2
2022-01-05 22:30:00,0.0,79.0,0.0,7.3,10.7,10.8,10.6,9.2,-9999.0,2224.0,66.0,64.0,5.3,6.1,7.0,5.5
2022-01-05 22:40:00,0.0,80.0,0.0,7.2,10.4,10.6,10.3,8.9,-9999.0,2240.0,65.0,61.0,5.1,5.9,6.4,5.1
2022-01-05 22:50:00,0.0,81.0,0.0,5.7,10.3,10.4,10.2,8.9,-9999.0,2250.0,62.0,58.0,5.7,6.2,6.7,5.7
2022-01-05 23:00:00,0.0,81.0,0.0,5.9,10.3,10.4,10.1,8.9,-9999.0,2254.0,62.0,60.0,5.5,5.9,6.5,5.8
2022-01-05 23:10:00,0.0,82.0,0.0,6.8,9.9,10.1,9.7,8.4,-9999.0,2301.0,64.0,57.0,5.1,5.6,6.2,5.4
2022-01-05 23:20:00,0.0,82.0,0.0,7.1,10.1,10.5,9.7,8.7,-9999.0,2320.0,63.0,57.0,5.8,6.4,7.3,5.8
2022-01-05 23:30:00,0.0,80.0,0.0,4.6,10.3,10.5,10.2,8.9,-9999.0,2322.0,64.0,65.0,5.6,5.9,6.5,6.0
2022-01-05 23:40:00,0.0,80.0,0.0,7.7,10.2,10.3,10.1,8.5,-9999.0,2331.0,64.0,57.0,4.4,5.7,6.4,5.6
2022-01-05 23:50:00,0.0,80.0,0.0,8.2,9.9,10.1,9.9,8.1,-9999.0,2341.0,70.0,63.0,3.8,4.8,5.3,4.2
2022-01-06 00:00:00,0.0,77.0,0.0,2.3,10.5,10.6,10.1,8.8,-9999.0,0.0,63.0,59.0,5.0,5.4,5.8,5.0
2022-01-06 00:10:00,0.0,76.0,0.0,4.0,10.7,10.7,10.6,9.0,-9999.0,8.0,64.0,69.0,5.2,5.4,6.0,5.2
2022-01-06 00:20:00,0.0,76.0,0.0,7.2,10.4,10.6,10.2,8.6,-9999.0,14.0,66.0,64.0,4.9,5.3,6.1,5.1
2022-01-06 00:30:00,0.0,77.0,0.0,9.6,10.2,10.3,10.1,8.4,-9999.0,21.0,68.0,76.0,4.6,5.2,6.2,4.8
2022-01-06 00:40:00,0.0,76.0,0.0,9.0,10.4,10.6,10.2,8.6,-9999.0,40.0,68.0,62.0,5.1,6.5,7.4,5.1
2022-01-06 00:50:00,0.0,76.0,0.0,8.5,10.7,10.9,10.6,9.0,-9999.0,47.0,69.0,68.0,5.3,6.0,7.2,5.5
2022-01-06 01:00:00,0.0,76.0,0.0,7.7,10.7,10.9,10.6,9.0,-9999.0,100.0,67.0,66.0,5.5,6.5,7.3,5.5
2022-01-06 01:10:00,0.0,77.0,0.0,9.9,10.4,10.6,10.4,8.7,-9999.0,103.0,68.0,64.0,5.0,6.1,6.9,5.6
2022-01-06 01:20:00,0.0,79.0,0.0,8.9,10.2,10.4,10.1,8.5,-9999.0,120.0,67.0,60.0,5.2,6.2,7.0,5.2
