time,T_in,T_out
2023-07-04 14:30:00,27.6,33.5
2023-07-04 14:40:00,27.6,33.2
2023-07-04 14:50:00,27.5,33.3
2023-07-04 15:00:00,27.4,33.2
2023-07-04 15:10:00,27.3,32.9
2023-07-04 15:20:00,27.3,32.8
2023-07-04 15:30:00,27.3,33.0
2023-07-04 15:40:00,27.2,32.7
2023-07-04 15:50:00,27.2,32.8
2023-07-04 16:00:00,27.2,32.7
2023-07-04 16:10:00,27.2,32.5
2023-07-04 16:20:00,27.1,32.1
2023-07-04 16:30:00,27.1,32.3
2023-07-04 16:40:00,26.9,32.4
2023-07-04 16:50:00,27.0,32.4
2023-07-04 17:00:00,26.8,32.3
2023-07-04 17:10:00,26.7,32.2
2023-07-04 17:20:00,26.5,32.2
2023-07-04 17:30:00,26.4,32.3
2023-07-04 17:40:00,26.5,32.3
2023-07-04 17:50:00,26.4,32.1
2023-07-04 18:00:00,26.4,31.8
2023-07-04 18:10:00,26.2,31.7
2023-07-04 18:20:00,26.2,31.6
2023-07-04 18:30:00,25.9,31.2
2023-07-04 18:40:00,26.2,30.9
2023-07-04 18:50:00,25.7,30.5
2023-07-04 19:00:00,25.3,30.1
2023-07-04 19:10:00,25.1,29.5
2023-07-04 19:20:00,24.9,29.1
2023-07-04 19:30:00,24.8,28.7
2023-07-04 19:40:00,24.7,28.1
2023-07-04 19:50:00,24.7,27.5
2023-07-04 20:00:00,24.1,26.8
2023-07-04 20:10:00,21.9,26.3
2023-07-04 20:20:00,20.3,25.5
2023-07-04 20:30:00,19.3,24.8
2023-07-04 20:40:00,18.5,24.4
2023-07-04 20:50:00,17.8,24.1
2023-07-04 21:00:00,17.1,23.8
2023-07-04 21:10:00,16.7,23.3
2023-07-04 21:20:00,16.4,22.8
2023-07-04 21:30:00,16.0,22.4
2023-07-04 21:40:00,15.7,21.9
2023-07-04 21:50:00,15.4,21.5
2023-07-04 22:00:00,15.1,21.4
2023-07-04 22:10:00,14.9,21.2
2023-07-04 22:20:00,14.7,20.7
2023-07-04 22:30:00,14.4,20.4
2023-07-04 22:40:00,14.1,20.0
2023-07-04 22:50:00,14.0,19.7
2023-07-04 23:00:00,13.7,19.5
2023-07-04 23:10:00,13.5,19.1
2023-07-04 23:20:00,14.2,18.9
2023-07-04 23:30:00,14.1,18.8
2023-07-04 23:40:00,13.8,18.7
2023-07-04 23:50:00,14.4,18.5
2023-07-05 00:00:00,13.6,18.4
2023-07-05 00:10:00,14.5,18.7
2023-07-05 00:20:00,14.2,19.0
2023-07-05 00:30:00,14.2,18.8
2023-07-05 00:40:00,14.1,18.6
2023-07-05 00:50:00,14.3,18.5
2023-07-05 01:00:00,14.6,18.2
2023-07-05 01:10:00,13.9,17.7
2023-07-05 01:20:00,14.7,17.4
2023-07-05 01:30:00,14.0,17.4
2023-07-05 01:40:00,14.6,17.3
2023-07-05 01:50:00,14.3,17.0
2023-07-05 02:00:00,14.5,16.6
2023-07-05 02:10:00,14.7,16.5
2023-07-05 02:20:00,14.3,16.3
2023-07-05 02:30:00,14.8,16.0
2023-07-05 02:40:00,14.2,15.7
2023-07-05 02:50:00,14.5,15.5
2023-07-05 03:00:00,15.0,15.5
2023-07-05 03:10:00,14.3,15.6
2023-07-05 03:20:00,14.7,15.4
2023-07-05 03:30:00,14.7,15.1
2023-07-05 03:40:00,14.5,15.1
2023-07-05 03:50:00,15.0,14.9
2023-07-05 04:00:00,14.3,14.7
2023-07-05 04:10:00,15.0,14.8
2023-07-05 04:20:00,14.6,14.7
2023-07-05 04:30:00,14.8,14.5
2023-07-05 04:40:00,15.0,14.4
2023-07-05 04:50:00,14.6,14.3
2023-07-05 05:00:00,15.2,14.1
2023-07-05 05:10:00,14.5,14.5
2023-07-05 05:20:00,14.8,14.3
2023-07-05 05:30:00,15.0,14.2
2023-07-05 05:40:00,14.6,14.0
2023-07-05 05:50:00,15.1,13.9
2023-07-05 06:00:00,15.4,14.2
2023-07-05 06:10:00,16.0,14.3
2023-07-05 06:20:00,16.3,14.5
2023-07-05 06:30:00,16.5,15.1
2023-07-05 06:40:00,16.8,16.0
2023-07-05 06:50:00,17.0,16.9
2023-07-05 07:00:00,17.8,17.7
2023-07-05 07:10:00,18.8,18.8
2023-07-05 07:20:00,19.4,20.0
2023-07-05 07:30:00,19.9,21.0
2023-07-05 07:40:00,20.4,22.1
2023-07-05 07:50:00,20.7,23.3
2023-07-05 08:00:00,21.1,24.2
2023-07-05 08:10:00,21.4,25.1
2023-07-05 08:20:00,21.7,25.5
2023-07-05 08:30:00,22.0,26.0
2023-07-05 08:40:00,22.1,26.5
2023-07-05 08:50:00,22.4,27.2
2023-07-05 09:00:00,21.9,27.9
2023-07-05 09:10:00,22.3,28.5
2023-07-05 09:20:00,22.7,28.7
2023-07-05 09:30:00,23.1,28.8
2023-07-05 09:40:00,23.4,29.4
2023-07-05 09:50:00,23.6,29.7
2023-07-05 10:00:00,23.8,30.0
2023-07-05 10:10:00,23.7,30.5
2023-07-05 10:20:00,24.0,30.9
2023-07-05 10:30:00,23.9,30.9
2023-07-05 10:40:00,24.3,30.8
2023-07-05 10:50:00,24.7,31.5
2023-07-05 11:00:00,25.5,32.0
2023-07-05 11:10:00,25.6,32.3
2023-07-05 11:20:00,25.9,32.7
2023-07-05 11:30:00,25.9,33.0
2023-07-05 11:40:00,26.0,32.7
2023-07-05 11:50:00,26.1,33.1
2023-07-05 12:00:00,26.3,32.7
2023-07-05 12:10:00,26.4,33.0
2023-07-05 12:20:00,26.6,33.7
2023-07-05 12:30:00,26.9,33.9
2023-07-05 12:40:00,27.2,33.5
2023-07-05 12:50:00,27.6,33.9
2023-07-05 13:00:00,27.8,33.7
2023-07-05 13:10:00,27.9,33.7
2023-07-05 13:20:00,27.9,33.7
2023-07-05 13:30:00,27.9,33.7
2023-07-05 13:40:00,28.0,33.7
2023-07-05 13:50:00,28.0,33.6
2023-07-05 14:00:00,28.1,33.3
2023-07-05 14:10:00,28.2,33.5
2023-07-05 14:20:00,28.1,33.2
2023-07-05 14:30:00,28.0,33.3
2023-07-05 14:40:00,27.9,33.2
2023-07-05 14:50:00,27.8,33.3
2023-07-05 15:00:00,27.8,32.8
2023-07-05 15:10:00,27.7,33.0
2023-07-05 15:20:00,27.7,32.6
2023-07-05 15:30:00,27.5,32.8
2023-07-05 15:40:00,27.6,32.8
2023-07-05 15:50:00,27.4,32.5
2023-07-05 16:00:00,27.3,32.5
2023-07-05 16:10:00,27.0,32.3
2023-07-05 16:20:00,27.0,32.3
2023-07-05 16:30:00,26.9,32.0
2023-07-05 16:40:00,26.8,32.2
2023-07-05 16:50:00,26.9,32.0
2023-07-05 17:00:00,26.8,31.7
2023-07-05 17:10:00,26.6,31.7
2023-07-05 17:20:00,26.6,31.2
2023-07-05 17:30:00,26.5,30.8
2023-07-05 17:40:00,26.5,30.6
2023-07-05 17:50:00,26.3,30.3
2023-07-05 18:00:00,26.3,29.9
2023-07-05 18:10:00,26.4,29.9
2023-07-05 18:20:00,26.2,29.5
2023-07-05 18:30:00,26.3,29.1
2023-07-05 18:40:00,26.3,28.8
2023-07-05 18:50:00,26.3,28.5
2023-07-05 19:00:00,26.0,27.8
2023-07-05 19:10:00,25.5,27.2
2023-07-05 19:20:00,25.2,26.8
2023-07-05 19:30:00,25.0,26.4
2023-07-05 19:40:00,24.8,26.0
2023-07-05 19:50:00,24.6,25.5
2023-07-05 20:00:00,23.8,25.1
2023-07-05 20:10:00,21.8,24.6
2023-07-05 20:20:00,20.2,24.3
2023-07-05 20:30:00,19.2,23.9
2023-07-05 20:40:00,18.3,23.5
2023-07-05 20:50:00,17.7,23.2
2023-07-05 21:00:00,17.2,22.8
2023-07-05 21:10:00,16.9,22.4
2023-07-05 21:20:00,16.5,22.2
2023-07-05 21:30:00,16.2,21.9
2023-07-05 21:40:00,15.9,21.5
2023-07-05 21:50:00,15.5,20.9
2023-07-05 22:00:00,15.3,20.6
2023-07-05 22:10:00,15.0,20.4
2023-07-05 22:20:00,14.8,20.1
2023-07-05 22:30:00,14.5,19.9
2023-07-05 22:40:00,14.3,19.8
2023-07-05 22:50:00,14.1,19.4
2023-07-05 23:00:00,14.0,19.3
2023-07-05 23:10:00,13.8,19.1
2023-07-05 23:20:00,13.6,19.3
2023-07-05 23:30:00,13.5,19.8
2023-07-05 23:40:00,13.4,20.2
2023-07-05 23:50:00,13.3,20.3
2023-07-06 00:00:00,13.1,20.3
2023-07-06 00:10:00,13.1,20.4
2023-07-06 00:20:00,13.0,20.5
2023-07-06 00:30:00,14.2,20.5
2023-07-06 00:40:00,13.7,20.4
2023-07-06 00:50:00,13.3,20.1
2023-07-06 01:00:00,13.1,19.8
2023-07-06 01:10:00,13.1,19.6
2023-07-06 01:20:00,13.0,19.6
2023-07-06 01:30:00,14.2,19.5
2023-07-06 01:40:00,13.7,19.4
2023-07-06 01:50:00,14.2,19.3
2023-07-06 02:00:00,13.9,19.4
2023-07-06 02:10:00,13.3,19.3
2023-07-06 02:20:00,14.2,19.3
2023-07-06 02:30:00,13.3,19.1
2023-07-06 02:40:00,14.3,18.8
2023-07-06 02:50:00,13.5,18.6
2023-07-06 03:00:00,14.2,18.4
2023-07-06 03:10:00,13.8,18.4
2023-07-06 03:20:00,14.4,18.4
2023-07-06 03:30:00,13.4,18.3
2023-07-06 03:40:00,14.3,18.3
2023-07-06 03:50:00,13.5,18.3
2023-07-06 04:00:00,14.0,18.3
2023-07-06 04:10:00,13.8,18.3
2023-07-06 04:20:00,14.3,18.6
2023-07-06 04:30:00,13.6,19.0
2023-07-06 04:40:00,14.4,19.3
2023-07-06 04:50:00,13.4,19.3
2023-07-06 05:00:00,14.4,19.3
2023-07-06 05:10:00,13.6,19.4
2023-07-06 05:20:00,14.3,19.5
2023-07-06 05:30:00,13.7,19.7
2023-07-06 05:40:00,14.1,19.9
2023-07-06 05:50:00,13.9,20.1
2023-07-06 06:00:00,15.2,20.3
2023-07-06 06:10:00,16.0,20.5
2023-07-06 06:20:00,16.6,20.7
2023-07-06 06:30:00,17.1,20.8
2023-07-06 06:40:00,17.4,21.0
2023-07-06 06:50:00,17.8,21.4
2023-07-06 07:00:00,18.6,21.6
2023-07-06 07:10:00,19.6,21.9
2023-07-06 07:20:00,20.3,22.0
2023-07-06 07:30:00,20.8,22.5
2023-07-06 07:40:00,21.2,23.5
2023-07-06 07:50:00,21.7,23.6
2023-07-06 08:00:00,22.0,23.9
2023-07-06 08:10:00,22.2,24.4
2023-07-06 08:20:00,22.4,24.5
2023-07-06 08:30:00,22.7,24.7
2023-07-06 08:40:00,22.8,24.7
2023-07-06 08:50:00,22.8,25.4
2023-07-06 09:00:00,23.1,26.0
2023-07-06 09:10:00,23.2,26.6
2023-07-06 09:20:00,23.4,27.3
2023-07-06 09:30:00,23.6,27.4
2023-07-06 09:40:00,23.8,27.4
2023-07-06 09:50:00,24.0,27.7
2023-07-06 10:00:00,24.2,27.5
2023-07-06 10:10:00,24.3,27.9
2023-07-06 10:20:00,24.7,28.0
2023-07-06 10:30:00,25.0,28.5
2023-07-06 10:40:00,25.3,28.7
2023-07-06 10:50:00,25.7,28.8
2023-07-06 11:00:00,26.4,29.3
2023-07-06 11:10:00,26.4,30.1
2023-07-06 11:20:00,26.3,30.5
2023-07-06 11:30:00,26.3,30.5
2023-07-06 11:40:00,26.4,30.7
2023-07-06 11:50:00,26.7,30.7
2023-07-06 12:00:00,26.8,31.0
2023-07-06 12:10:00,26.9,31.4
2023-07-06 12:20:00,27.1,31.3
2023-07-06 12:30:00,27.4,31.8
2023-07-06 12:40:00,27.5,31.8
2023-07-06 12:50:00,27.5,32.2
2023-07-06 13:00:00,27.5,31.6
2023-07-06 13:10:00,27.8,31.3
2023-07-06 13:20:00,27.8,31.6
2023-07-06 13:30:00,27.8,31.7
2023-07-06 13:40:00,27.8,32.3
2023-07-06 13:50:00,27.9,32.6
2023-07-06 14:00:00,27.8,32.4
2023-07-06 14:10:00,27.7,32.2
2023-07-06 14:20:00,27.8,31.9
2023-07-06 14:30:00,27.7,31.7
2023-07-06 14:40:00,27.6,31.9
2023-07-06 14:50:00,27.5,31.3
2023-07-06 15:00:00,27.5,31.5
2023-07-06 15:10:00,27.5,31.4
2023-07-06 15:20:00,27.5,31.4
2023-07-06 15:30:00,27.5,31.2
2023-07-06 15:40:00,27.3,31.4
2023-07-06 15:50:00,27.2,31.3
2023-07-06 16:00:00,27.1,30.9
2023-07-06 16:10:00,27.1,30.8
2023-07-06 16:20:00,27.2,30.9
2023-07-06 16:30:00,27.1,30.4
2023-07-06 16:40:00,27.1,30.5
2023-07-06 16:50:00,27.0,30.1
2023-07-06 17:00:00,27.0,29.8
2023-07-06 17:10:00,26.9,29.8
2023-07-06 17:20:00,26.7,29.6
2023-07-06 17:30:00,26.5,29.4
2023-07-06 17:40:00,26.5,29.2
2023-07-06 17:50:00,26.4,29.0
2023-07-06 18:00:00,26.6,28.8
2023-07-06 18:10:00,26.6,28.6
2023-07-06 18:20:00,26.3,28.2
2023-07-06 18:30:00,26.3,27.7
2023-07-06 18:40:00,26.4,27.5
2023-07-06 18:50:00,26.4,27.2
2023-07-06 19:00:00,26.0,26.7
2023-07-06 19:10:00,25.5,26.2
2023-07-06 19:20:00,25.2,25.8
2023-07-06 19:30:00,24.9,25.4
2023-07-06 19:40:00,24.8,25.1
2023-07-06 19:50:00,24.6,24.7
2023-07-06 20:00:00,23.7,24.3
2023-07-06 20:10:00,21.6,24.0
2023-07-06 20:20:00,19.8,23.6
2023-07-06 20:30:00,18.7,23.3
2023-07-06 20:40:00,18.1,22.7
2023-07-06 20:50:00,17.4,22.2
2023-07-06 21:00:00,16.9,21.9
2023-07-06 21:10:00,16.6,21.9
2023-07-06 21:20:00,16.3,21.7
2023-07-06 21:30:00,15.9,21.4
2023-07-06 21:40:00,15.6,21.0
2023-07-06 21:50:00,15.3,20.7
2023-07-06 22:00:00,15.0,20.4
2023-07-06 22:10:00,14.7,20.4
2023-07-06 22:20:00,14.5,20.1
2023-07-06 22:30:00,14.3,19.9
2023-07-06 22:40:00,14.1,19.7
2023-07-06 22:50:00,14.0,19.5
2023-07-06 23:00:00,14.3,19.2
2023-07-06 23:10:00,14.7,19.1
2023-07-06 23:20:00,14.3,19.0
2023-07-06 23:30:00,14.6,18.9
2023-07-06 23:40:00,13.8,18.6
2023-07-06 23:50:00,14.2,18.3
2023-07-07 00:00:00,14.2,18.3
2023-07-07 00:10:00,13.8,18.3
2023-07-07 00:20:00,14.4,18.2
2023-07-07 00:30:00,13.7,18.1
2023-07-07 00:40:00,14.5,17.7
2023-07-07 00:50:00,14.1,17.6
2023-07-07 01:00:00,14.5,17.9
2023-07-07 01:10:00,14.4,18.3
2023-07-07 01:20:00,14.1,18.5
2023-07-07 01:30:00,14.2,18.6
2023-07-07 01:40:00,13.9,18.7
2023-07-07 01:50:00,13.8,18.9
2023-07-07 02:00:00,14.2,19.4
2023-07-07 02:10:00,13.9,19.5
2023-07-07 02:20:00,14.2,19.6
2023-07-07 02:30:00,13.4,19.8
2023-07-07 02:40:00,13.8,20.0
2023-07-07 02:50:00,14.1,20.1
2023-07-07 03:00:00,13.3,20.3
2023-07-07 03:10:00,13.1,20.4
2023-07-07 03:20:00,13.0,20.6
2023-07-07 03:30:00,14.3,20.7
2023-07-07 03:40:00,13.6,20.8
2023-07-07 03:50:00,13.1,20.9
2023-07-07 04:00:00,12.9,20.9
2023-07-07 04:10:00,14.1,20.8
2023-07-07 04:20:00,13.5,20.8
2023-07-07 04:30:00,14.3,20.4
2023-07-07 04:40:00,13.7,20.2
2023-07-07 04:50:00,14.0,20.0
2023-07-07 05:00:00,13.9,19.7
2023-07-07 05:10:00,14.3,19.1
2023-07-07 05:20:00,13.7,18.8
2023-07-07 05:30:00,14.5,18.7
2023-07-07 05:40:00,13.7,18.8
2023-07-07 05:50:00,14.4,18.8
2023-07-07 06:00:00,14.5,18.4
2023-07-07 06:10:00,15.7,18.0
2023-07-07 06:20:00,16.4,18.0
2023-07-07 06:30:00,16.8,18.5
2023-07-07 06:40:00,17.1,18.9
2023-07-07 06:50:00,17.5,19.6
2023-07-07 07:00:00,18.3,20.1
2023-07-07 07:10:00,19.3,20.5
2023-07-07 07:20:00,20.0,21.3
2023-07-07 07:30:00,20.5,22.2
2023-07-07 07:40:00,20.9,23.0
2023-07-07 07:50:00,21.3,23.1
2023-07-07 08:00:00,21.6,23.7
2023-07-07 08:10:00,21.9,24.0
2023-07-07 08:20:00,22.2,23.9
2023-07-07 08:30:00,22.5,23.9
2023-07-07 08:40:00,22.7,24.9
2023-07-07 08:50:00,22.9,25.8
2023-07-07 09:00:00,22.4,25.7
2023-07-07 09:10:00,22.7,26.2
2023-07-07 09:20:00,23.0,27.0
2023-07-07 09:30:00,23.4,26.9
2023-07-07 09:40:00,23.6,26.9
2023-07-07 09:50:00,23.7,26.9
2023-07-07 10:00:00,23.9,27.2
2023-07-07 10:10:00,24.1,28.2
2023-07-07 10:20:00,24.4,28.2
2023-07-07 10:30:00,24.5,28.7
2023-07-07 10:40:00,24.7,28.5
2023-07-07 10:50:00,25.0,28.7
2023-07-07 11:00:00,25.6,29.4
2023-07-07 11:10:00,25.8,29.6
2023-07-07 11:20:00,25.9,29.8
2023-07-07 11:30:00,26.1,30.2
2023-07-07 11:40:00,26.1,30.7
2023-07-07 11:50:00,26.3,31.1
2023-07-07 12:00:00,26.4,30.8
2023-07-07 12:10:00,26.5,30.6
2023-07-07 12:20:00,26.6,30.8
2023-07-07 12:30:00,26.5,31.3
2023-07-07 12:40:00,26.7,31.5
2023-07-07 12:50:00,26.8,31.6
2023-07-07 13:00:00,26.8,31.3
2023-07-07 13:10:00,26.9,30.7
2023-07-07 13:20:00,26.8,31.0
2023-07-07 13:30:00,27.0,31.5
2023-07-07 13:40:00,26.9,31.9
2023-07-07 13:50:00,27.1,31.3
2023-07-07 14:00:00,27.1,31.5
2023-07-07 14:10:00,27.1,31.5
2023-07-07 14:20:00,27.0,31.0
2023-07-07 14:30:00,27.0,30.9
2023-07-07 14:40:00,26.9,31.1
2023-07-07 14:50:00,26.9,31.1
2023-07-07 15:00:00,27.0,31.4
2023-07-07 15:10:00,27.0,31.0
2023-07-07 15:20:00,26.8,31.1
2023-07-07 15:30:00,26.8,30.9
2023-07-07 15:40:00,26.8,30.8
2023-07-07 15:50:00,26.8,30.8
2023-07-07 16:00:00,26.7,31.0
2023-07-07 16:10:00,27.0,31.0
2023-07-07 16:20:00,26.9,30.8
2023-07-07 16:30:00,26.9,30.7
2023-07-07 16:40:00,26.9,30.5
2023-07-07 16:50:00,26.9,30.7
2023-07-07 17:00:00,26.7,30.1
2023-07-07 17:10:00,26.7,29.4
2023-07-07 17:20:00,26.7,29.6
2023-07-07 17:30:00,26.8,29.4
2023-07-07 17:40:00,26.8,29.3
2023-07-07 17:50:00,27.0,29.0
2023-07-07 18:00:00,26.9,28.9
2023-07-07 18:10:00,26.9,28.6
2023-07-07 18:20:00,26.9,28.4
2023-07-07 18:30:00,26.8,28.0
2023-07-07 18:40:00,26.7,27.7
2023-07-07 18:50:00,26.8,27.1
2023-07-07 19:00:00,26.4,26.8
2023-07-07 19:10:00,25.9,26.4
2023-07-07 19:20:00,25.5,26.1
2023-07-07 19:30:00,25.3,25.8
2023-07-07 19:40:00,25.0,25.5
2023-07-07 19:50:00,25.0,25.3
2023-07-07 20:00:00,24.1,25.0
2023-07-07 20:10:00,22.1,24.7
2023-07-07 20:20:00,20.4,24.4
2023-07-07 20:30:00,19.3,24.2
2023-07-07 20:40:00,18.6,24.0
2023-07-07 20:50:00,17.9,23.8
2023-07-07 21:00:00,17.6,23.6
2023-07-07 21:10:00,17.1,23.3
2023-07-07 21:20:00,16.8,22.9
2023-07-07 21:30:00,16.5,22.4
2023-07-07 21:40:00,16.2,22.1
2023-07-07 21:50:00,16.1,21.9
2023-07-07 22:00:00,15.8,21.7
2023-07-07 22:10:00,15.6,21.4
2023-07-07 22:20:00,15.5,21.6
2023-07-07 22:30:00,15.3,22.1
2023-07-07 22:40:00,15.2,22.3
2023-07-07 22:50:00,15.1,22.3
2023-07-07 23:00:00,15.0,22.3
2023-07-07 23:10:00,14.9,22.3
2023-07-07 23:20:00,15.0,22.4
2023-07-07 23:30:00,15.0,22.6
2023-07-07 23:40:00,15.0,22.8
2023-07-07 23:50:00,14.7,22.9
2023-07-08 00:00:00,14.5,23.0
2023-07-08 00:10:00,14.5,23.2
2023-07-08 00:20:00,14.3,23.3
2023-07-08 00:30:00,14.4,23.3
2023-07-08 00:40:00,14.4,23.2
2023-07-08 00:50:00,14.3,23.1
2023-07-08 01:00:00,14.2,23.1
2023-07-08 01:10:00,14.2,23.1
2023-07-08 01:20:00,14.1,23.1
2023-07-08 01:30:00,13.9,23.0
2023-07-08 01:40:00,13.8,22.8
2023-07-08 01:50:00,13.7,22.5
2023-07-08 02:00:00,13.7,22.1
2023-07-08 02:10:00,13.7,21.8
2023-07-08 02:20:00,13.8,21.5
2023-07-08 02:30:00,13.8,21.4
2023-07-08 02:40:00,13.7,21.2
2023-07-08 02:50:00,13.6,21.0
2023-07-08 03:00:00,13.7,21.0
2023-07-08 03:10:00,13.7,20.8
2023-07-08 03:20:00,13.5,20.7
2023-07-08 03:30:00,13.4,20.9
2023-07-08 03:40:00,13.3,20.6
2023-07-08 03:50:00,13.2,20.3
2023-07-08 04:00:00,13.2,20.0
2023-07-08 04:10:00,13.1,19.7
2023-07-08 04:20:00,14.0,19.5
2023-07-08 04:30:00,13.9,19.2
2023-07-08 04:40:00,13.2,18.8
2023-07-08 04:50:00,13.9,18.7
2023-07-08 05:00:00,13.9,18.9
2023-07-08 05:10:00,13.6,18.8
