date,location_key,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2020-08-22,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,964.0,13.0,12421.0,102858.0,849.0,2086899.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-24.0,-11.0,46.0,-14.0,-6.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,28.055556,23.875,33.777778,0.0,,19.291667,60.9289
2020-08-23,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1901.0,16.0,28248.0,104759.0,865.0,2115147.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,5.0,41.0,-20.0,-35.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,28.805556,24.638889,34.416667,0.0,,19.763889,59.514735
2020-08-24,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1957.0,19.0,32498.0,106716.0,884.0,2147645.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,5.0,43.0,-20.0,-34.0,9.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,29.319444,23.833333,35.638889,0.0,,17.361111,50.359104
2020-08-25,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1984.0,11.0,32726.0,108700.0,895.0,2180371.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,4.0,50.0,-19.0,-35.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,29.430556,23.944444,35.055556,0.0,,16.236111,47.000625
2020-08-26,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2106.0,11.0,34945.0,110806.0,906.0,2215316.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,5.0,56.0,-18.0,-34.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,29.055556,23.402778,34.347222,0.0,,17.583333,52.502369
2020-08-27,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1833.0,13.0,22280.0,112639.0,919.0,2237596.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-9.0,3.0,59.0,-19.0,-36.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,27.25,23.013889,33.069444,0.0,,17.444444,56.783669
2020-08-28,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,908.0,5.0,10065.0,113547.0,924.0,2247661.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-13.0,-1.0,97.0,-15.0,-28.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,27.791667,21.902778,33.902778,0.0,,18.013889,56.372587
2020-08-29,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1099.0,14.0,12697.0,114646.0,938.0,2260358.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-24.0,-12.0,35.0,-16.0,-5.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.597222,24.972222,37.652778,0.0,,19.680556,54.839935
2020-08-30,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2171.0,23.0,30132.0,116817.0,961.0,2290490.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,2.0,15.0,-20.0,-32.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.319444,26.652778,38.166667,0.0,,22.180556,60.297691
2020-08-31,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2254.0,15.0,27189.0,119071.0,976.0,2317679.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,10.0,3.0,-20.0,-33.0,10.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.055556,27.083333,37.930556,0.0,,22.75,62.768087
2020-09-01,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3193.0,13.0,34394.0,122264.0,989.0,2352073.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-14.0,5.0,0.0,-16.0,-25.0,9.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.361111,26.708333,36.333333,0.0,,21.402778,60.732675
2020-09-02,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2665.0,16.0,33681.0,124929.0,1005.0,2385754.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,4.0,7.0,-15.0,-23.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.0,27.244444,36.7,0.0,,18.458333,52.225937
2020-09-03,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2623.0,12.0,30551.0,127552.0,1017.0,2416305.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-18.0,1.0,9.0,-18.0,-24.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,32.180556,26.0,39.041667,0.0,,19.652778,51.864224
2020-09-04,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1504.0,15.0,15162.0,129056.0,1032.0,2431467.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-18.0,-2.0,36.0,-17.0,-18.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,34.527778,30.027778,41.194444,0.0,,18.333333,45.776274
2020-09-05,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2176.0,12.0,18470.0,131232.0,1044.0,2449937.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-34.0,-16.0,-1.0,-25.0,-7.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,32.972222,28.402778,39.652778,0.0,,19.236111,49.120334
2020-09-06,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3385.0,17.0,39765.0,134617.0,1061.0,2489702.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-16.0,2.0,3.0,-18.0,-25.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.597222,26.986111,37.569444,0.0,,19.166667,51.084061
2020-09-07,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3487.0,20.0,43646.0,138104.0,1081.0,2533348.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,3.0,-3.0,-20.0,-25.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.180556,26.847222,37.222222,0.0,,19.972222,54.394195
2020-09-08,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3991.0,15.0,44863.0,142095.0,1096.0,2578211.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-18.0,1.0,0.0,-19.0,-25.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.791667,26.680556,36.930556,0.0,,22.680556,63.109025
2020-09-09,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,4152.0,14.0,46615.0,146247.0,1110.0,2624826.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,2.0,6.0,-18.0,-25.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.722222,26.319444,36.152778,0.0,,22.152778,61.461819
2020-09-10,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3972.0,20.0,42479.0,150219.0,1130.0,2667305.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,3.0,13.0,-19.0,-26.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.763889,27.763889,38.291667,0.0,,22.666667,59.825337
2020-09-11,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2718.0,15.0,29630.0,152937.0,1145.0,2696935.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,3.0,55.0,-15.0,-20.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.5,27.569444,37.222222,0.0,,20.861111,54.51956
2020-09-12,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3172.0,17.0,33497.0,156109.0,1162.0,2730432.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-29.0,-9.0,21.0,-20.0,-5.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,31.25,27.027778,36.347222,0.0,,16.972222,43.806237
2020-09-13,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,4803.0,20.0,46788.0,160912.0,1182.0,2777220.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-12.0,10.0,10.0,-18.0,-27.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,29.444444,25.638889,35.25,0.0,,18.25,52.75253
2020-09-14,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,5528.0,16.0,55686.0,166440.0,1198.0,2832906.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-10.0,17.0,6.0,-17.0,-25.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,28.958333,24.388889,34.555556,0.0,,18.513889,54.799603
2020-09-15,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,4567.0,26.0,52124.0,171007.0,1224.0,2885030.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-10.0,18.0,9.0,-15.0,-26.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,29.388889,25.097222,35.25,0.0,,19.541667,56.837698
2020-09-16,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,5378.0,17.0,56656.0,176385.0,1241.0,2941686.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,19.0,15.0,-14.0,-26.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.069444,25.402778,36.5,0.0,,20.597222,58.323063
2020-09-17,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,5333.0,21.0,52644.0,181718.0,1262.0,2994330.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-12.0,14.0,15.0,-17.0,-35.0,10.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,37.96,30.152778,25.916667,35.847222,0.0,,20.027778,56.86247
2020-09-18,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3809.0,28.0,40974.0,185527.0,1290.0,3035304.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-40.0,-11.0,-9.0,-32.0,-40.0,9.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,30.458333,25.472222,36.013889,0.0,,17.902778,50.090642
2020-09-19,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2576.0,21.0,21671.0,188103.0,1311.0,3056975.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-85.0,-63.0,-61.0,-61.0,-45.0,20.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,30.555556,26.402778,36.236111,0.0,,18.597222,51.215711
2020-09-20,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3869.0,32.0,33053.0,191972.0,1343.0,3090028.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-85.0,-72.0,-43.0,-76.0,-88.0,31.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,29.625,25.166667,35.694444,0.0,,17.555556,51.21449
2020-09-21,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,7019.0,25.0,60596.0,198991.0,1368.0,3150624.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-59.0,-19.0,-33.0,-45.0,-45.0,21.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,28.375,24.333333,34.125,0.0,,18.541667,56.793292
2020-09-22,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,7142.0,25.0,57257.0,206133.0,1393.0,3207881.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-57.0,-14.0,-31.0,-44.0,-43.0,21.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3000000000.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,27.708333,23.166667,33.444444,0.0,,18.652778,59.174465
2020-09-23,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,8257.0,31.0,65395.0,214390.0,1424.0,3273276.0,,,,,,,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-56.0,-8.0,-29.0,-43.0,-42.0,20.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,81.48,27.416667,23.513889,33.166667,0.0,,19.486111,63.163745
