date,location_key,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2021-03-07,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3798.0,21.0,92298.0,806553.0,5912.0,12997214.0,31152.0,4958853.0,72839.0,3817476.0,103991.0,8776329.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-20.0,4.0,8.0,-24.0,-23.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.805556,9.138889,20.768519,0.0,,6.657407,60.111053
2021-03-08,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,3127.0,15.0,87582.0,809680.0,5927.0,13084796.0,27382.0,4986235.0,73290.0,3890766.0,100672.0,8877001.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,7.0,1.0,-25.0,-24.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.259259,9.175926,19.898148,0.0,,8.212963,68.287862
2021-03-09,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2843.0,17.0,91204.0,812523.0,5944.0,13176000.0,26749.0,5012984.0,76595.0,3967361.0,103344.0,8980345.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-19.0,5.0,6.0,-24.0,-24.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,16.962963,9.046296,23.740741,0.0,,5.768519,48.403996
2021-03-10,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2553.0,18.0,78877.0,815076.0,5962.0,13254877.0,23364.0,5036348.0,58678.0,4026039.0,82042.0,9062387.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,8.0,21.0,-21.0,-23.0,7.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,21.990741,14.027778,31.157407,0.0,,3.861111,31.450947
2021-03-11,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2414.0,12.0,81081.0,817490.0,5974.0,13335958.0,23295.0,5059643.0,69085.0,4095124.0,92380.0,9154767.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-18.0,7.0,4.0,-22.0,-25.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,19.119048,15.333333,23.968254,0.0,,7.539683,50.998176
2021-03-12,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,787.0,16.0,26364.0,818277.0,5990.0,13362322.0,11291.0,5070934.0,41408.0,4136532.0,52699.0,9207466.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-16.0,4.0,27.0,-23.0,-24.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,15.428571,11.761905,18.603175,0.326571,,8.509259,69.27891
2021-03-13,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1436.0,26.0,54065.0,819713.0,6016.0,13416387.0,7946.0,5078880.0,25237.0,4161769.0,33183.0,9240649.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-20.0,5.0,53.0,-18.0,-8.0,-1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.928571,9.68254,20.706349,0.326571,,7.537037,64.549292
2021-03-14,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2130.0,17.0,80355.0,821843.0,6033.0,13496742.0,20982.0,5099862.0,73930.0,4235699.0,94912.0,9335561.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,6.0,10.0,-22.0,-22.0,7.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,16.031746,10.007937,21.968254,0.0,,8.907407,65.940788
2021-03-15,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1563.0,16.0,67542.0,823406.0,6049.0,13564284.0,20138.0,5120000.0,78276.0,4313975.0,98414.0,9433975.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,10.0,4.0,-22.0,-22.0,7.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,17.018519,11.981481,22.703704,0.0,,9.962963,64.428851
2021-03-16,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1544.0,14.0,71792.0,824950.0,6063.0,13636076.0,18749.0,5138749.0,71473.0,4385448.0,90222.0,9524197.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,11.0,5.0,-20.0,-22.0,7.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,599696049.0,81155015.0,3.0,5.0,60.19,17.52381,12.706349,22.539683,0.0,,9.166667,62.189747
2021-03-17,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1261.0,9.0,59599.0,826211.0,6072.0,13695675.0,17698.0,5156447.0,59000.0,4444448.0,76698.0,9600895.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-13.0,12.0,12.0,-19.0,-21.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,16.951389,11.381944,22.354167,0.0,,5.785714,52.231288
2021-03-18,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1087.0,12.0,58042.0,827298.0,6084.0,13753717.0,16043.0,5172490.0,58125.0,4502573.0,74168.0,9675063.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-14.0,9.0,13.0,-19.0,-22.0,7.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.296296,10.953704,20.027778,0.0,,7.046296,63.235045
2021-03-19,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,350.0,7.0,18666.0,827648.0,6091.0,13772383.0,6950.0,5179440.0,27974.0,4530547.0,34924.0,9709987.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-10.0,7.0,68.0,-19.0,-27.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,15.0,9.138889,20.768519,0.084667,,7.537037,61.951506
2021-03-20,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,681.0,14.0,44668.0,828329.0,6105.0,13817051.0,5223.0,5184663.0,15297.0,4545844.0,20520.0,9730507.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-16.0,13.0,52.0,-16.0,-5.0,-1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,19.015873,11.5,26.285714,0.0,,7.25,48.556199
2021-03-21,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,992.0,14.0,55897.0,829321.0,6119.0,13872948.0,13168.0,5197831.0,40504.0,4586348.0,53672.0,9784179.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-9.0,16.0,23.0,-18.0,-27.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,22.916667,14.236111,29.340278,0.0,,6.134921,35.726028
2021-03-22,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,694.0,14.0,39076.0,830015.0,6133.0,13912024.0,13571.0,5211402.0,40534.0,4626882.0,54105.0,9838284.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,22.0,7.0,-19.0,-28.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,25.142857,21.190476,30.02381,0.0,,9.481481,38.305311
2021-03-23,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,480.0,10.0,41670.0,830495.0,6143.0,13953694.0,2839.0,5214241.0,7297.0,4634179.0,10136.0,9848420.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,3.0,29.0,40.0,-23.0,-70.0,15.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,24.52381,17.690476,32.404762,0.0,,9.944444,41.693587
2021-03-24,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,906.0,9.0,60933.0,831401.0,6152.0,14014627.0,10989.0,5225230.0,46552.0,4680731.0,57541.0,9905961.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-12.0,17.0,-15.0,-22.0,-28.0,9.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,17.373016,14.238095,20.912698,0.0,,6.25,52.643308
2021-03-25,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,546.0,11.0,46160.0,831947.0,6163.0,14060787.0,10257.0,5235487.0,35431.0,4716162.0,45688.0,9951649.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-9.0,21.0,-4.0,-22.0,-32.0,10.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.958333,10.743056,19.215278,0.471714,,5.111111,56.181973
2021-03-26,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,244.0,6.0,16372.0,832191.0,6169.0,14077159.0,4180.0,5239667.0,13327.0,4729489.0,17507.0,9969156.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-20.0,9.0,-11.0,-26.0,-35.0,5.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,12.037037,8.87037,16.194444,2.751667,,6.435185,70.206904
2021-03-27,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,134.0,13.0,11151.0,832325.0,6182.0,14088310.0,1784.0,5241451.0,4267.0,4733756.0,6051.0,9975207.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-55.0,-13.0,-14.0,-37.0,-16.0,5.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,12.564815,7.666667,16.814815,0.254,,3.481481,54.862533
2021-03-28,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,391.0,11.0,39248.0,832716.0,6193.0,14127558.0,2110.0,5243561.0,4608.0,4738364.0,6718.0,9981925.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-61.0,-58.0,29.0,-65.0,-84.0,14.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.222222,9.261905,19.253968,0.0,,4.518519,56.048905
2021-03-29,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,459.0,13.0,40351.0,833175.0,6206.0,14167909.0,6904.0,5250465.0,30014.0,4768378.0,36918.0,10018843.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,22.0,84.0,-25.0,-51.0,10.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.027778,7.583333,20.185185,0.0,,4.87963,55.096029
2021-03-30,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,500.0,14.0,36748.0,833675.0,6220.0,14204657.0,7884.0,5258349.0,22449.0,4790827.0,30333.0,10049176.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-8.0,16.0,102.0,-25.0,-52.0,10.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,15.849206,10.412698,21.380952,0.0,,7.009259,60.649152
2021-03-31,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,334.0,8.0,32795.0,834009.0,6228.0,14237452.0,8146.0,5266495.0,19488.0,4810315.0,27634.0,10076810.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-6.0,17.0,101.0,-24.0,-52.0,10.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,15.84127,11.230159,21.119048,0.0,,6.712963,59.471916
2021-04-01,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,419.0,15.0,32327.0,834428.0,6243.0,14269779.0,8199.0,5274694.0,18697.0,4829012.0,26896.0,10103706.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-11.0,14.0,77.0,-27.0,-53.0,13.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,16.111111,10.920635,21.888889,0.0,,4.888889,51.81768
2021-04-02,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,124.0,7.0,11770.0,834552.0,6250.0,14281549.0,2927.0,5277621.0,8126.0,4837138.0,11053.0,10114759.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-33.0,-8.0,1.0,-34.0,-37.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,14.746032,10.246032,18.880952,3.664857,,6.138889,63.122866
2021-04-03,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,197.0,8.0,30669.0,834749.0,6258.0,14312218.0,1431.0,5279052.0,2978.0,4840116.0,4409.0,10119168.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-33.0,-2.0,24.0,-22.0,-3.0,-1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,15.68254,10.087302,21.603175,0.036286,,7.537037,63.739822
2021-04-04,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,383.0,6.0,49016.0,835132.0,6264.0,14361234.0,9617.0,5288669.0,22830.0,4862946.0,32447.0,10151615.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-12.0,17.0,24.0,-22.0,-29.0,8.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,16.865079,9.769841,23.357143,0.0,,4.518519,47.622177
2021-04-05,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,307.0,8.0,49781.0,835439.0,6272.0,14411015.0,10358.0,5299027.0,21268.0,4884214.0,31626.0,10183241.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,12.0,12.0,-20.0,-19.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,21.138889,12.458333,28.652778,0.0,,1.174603,29.919024
2021-04-06,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,273.0,9.0,45369.0,835712.0,6281.0,14456384.0,9021.0,5308048.0,16786.0,4901000.0,25807.0,10209048.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,8.0,15.0,-19.0,-20.0,5.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,60.19,26.079365,16.261905,34.896825,0.0,,0.388889,20.346168
